"BRANCH","ADDRESS","CITY","ZIP","JANUARY","FEBRUARY","MARCH","APRIL","MAY","JUNE","JULY","AUGUST","SEPTEMBER","OCTOBER","NOVEMBER","DECEMBER","YTD","Location"
"Greater Grand Crossing","1000 E. 73rd St.","Chicago","60619","837","977","1,447","1,657","1,838","1,769","1,437","1,760","2,375","2,391","2,057","2,125","20,670","POINT (-87.60041 41.76229)"
"Hall","4801 S. Michigan Ave.","Chicago","60615","0","2,213","2,716","2,923","2,996","2,850","3,200","3,488","3,003","3,157","2,555","2,053","31,154","POINT (-87.6228 41.8073)"
"Harold Washtington Library Center","400 S. State St.","Chicago","60605","39,287","50,081","64,622","64,754","60,950","63,316","71,029","65,825","61,361","67,126","50,053","28,348","686,752","POINT (-87.62763 41.87633)"
"Hegewisch","3048 E. 130th St.","Chicago","60633","1,165","1,194","1,552","1,612","1,411","1,841","1,858","796","162","1,156","1,228","934","14,909","POINT (-87.54893 41.65918)"
"Humboldt Park","1605 N. Troy St.","Chicago","60647","2,527","2,725","3,753","3,867","4,047","7,297","4,741","4,958","3,705","5,676","3,262","1,665","48,223","POINT (-87.70568 41.91042)"
"Independence","4024 N. Elston Ave.","Chicago","60618","2,412","2,684","3,171","3,146","3,002","5,240","3,752","3,945","2,903","3,539","3,887","2,960","40,641","POINT (-87.72009 41.95432)"
"Jefferson Park","5363 W. Lawrence Ave.","Chicago","60630","2,656","3,140","4,490","4,787","3,951","4,418","4,460","4,287","3,526","3,663","3,926","2,864","46,168","POINT (-87.76179 41.96762)"
"Jeffery Manor","2401 E. 100th St.","Chicago","60617","2,002","863","1,226","1,284","1,448","1,680","1,790","1,661","1,171","1,835","1,724","1,103","17,787","POINT (-87.56556 41.71352)"
"Kelly","6151 S. Normal Blvd.","Chicago","60621","497","1,461","2,781","2,587","2,666","2,834","2,730","3,343","2,686","2,867","2,381","2,093","28,926","POINT (-87.63753 41.782)"
"King","3436 S. King Dr.","Chicago","60616","1,209","1,080","1,639","1,607","1,652","1,959","1,793","1,656","1,532","1,492","1,404","1,041","18,064","POINT (-87.61732 41.83214)"
"Legler Regional","115 S. Pulaski Rd.","Chicago","60624","477","2,056","3,315","2,875","3,574","3,276","3,601","3,442","3,310","3,346","3,196","2,539","35,007","POINT (-87.72561 41.87932)"
"Lincoln Belmont","1659 W. Melrose St.","Chicago","60657","2,888","843","0","1,247","5,464","5,435","6,435","7,667","7,074","7,100","6,929","6,161","57,243","POINT (-87.67092 41.94056)"
"Lincoln Park","1150 W. Fullerton Ave.","Chicago","60614","4,915","6,552","8,399","9,454","9,152","12,512","10,660","10,414","8,960","11,785","17,248","8,067","118,118","POINT (-87.65805 41.92529)"
"Little Italy","1336 W. Taylor St.","Chicago","60607","2,801","5,665","8,196","7,564","7,828","8,215","7,872","8,699","8,736","8,458","7,284","5,633","86,951","POINT (-87.66059 41.86937)"
"Little Village","2311 S. Kedzie Ave.","Chicago","60623","1,270","1,348","1,896","1,877","2,016","2,269","2,449","2,171","2,043","2,080","1,928","617","21,964","POINT (-87.70518 41.84951)"
"Logan Square","3030 W. Fullerton Ave.","Chicago","60647","7,285","8,572","10,957","10,380","9,038","9,187","10,600","11,057","9,856","10,579","10,006","9,037","116,554","POINT (-87.70341 41.92476)"
"Lozano","1805 S. Loomis St.","Chicago","60608","3,634","2,311","3,021","3,780","3,664","2,693","3,995","4,508","4,097","4,777","5,728","3,121","45,329","POINT (-87.66129 41.85762)"
"Manning","6 S. Hoyne Ave.","Chicago","60612","0","2,701","3,653","3,924","4,531","3,858","3,653","3,680","2,974","3,861","3,523","2,952","39,310","POINT (-87.67908 41.88102)"
"Mayfair","4400 W. Lawrence Ave.","Chicago","60630","1,302","1,552","1,980","1,826","1,446","1,715","1,594","1,623","1,446","1,441","1,508","1,388","18,821","POINT (-87.7381 41.96812)"
"McKinley Park","1915 W. 35th St.","Chicago","60609","368","3,624","4,731","3,942","4,584","5,238","5,037","5,458","4,786","5,641","4,726","3,761","51,896","POINT (-87.67344 41.83041)"
"Merlo","644 W. Belmont Ave.","Chicago","60657","4,605","7,379","10,016","9,522","9,188","15,221","8,547","8,701","7,799","10,197","12,420","6,551","110,146","POINT (-87.64627 41.94004)"
"Mount Greenwood","11010 S. Kedzie Ave.","Chicago","60655","1,400","1,478","1,936","1,857","1,986","2,399","2,774","2,313","1,986","2,448","1,787","1,715","24,079","POINT (-87.70087 41.69299)"
"Near North","310 W. Division St.","Chicago","60610","4,771","5,815","4,707","0","0","0","0","7,086","10,148","12,716","9,813","5,974","61,030","POINT (-87.63663 41.90379)"
"North Austin","5724 W. North Ave.","Chicago","60639","1,072","1,337","1,895","1,979","1,598","1,587","2,002","1,939","1,627","1,770","1,745","1,435","19,986","POINT (-87.76886 41.90933)"
"North Pulaski","4300 W. North Ave.","Chicago","60639","1,669","2,052","2,283","2,413","2,211","2,444","2,677","2,876","2,443","2,487","2,370","2,419","28,344","POINT (-87.73404 41.91003)"
"Northtown","6800 N. Western Ave.","Chicago","60645","5,957","6,137","8,619","8,090","8,461","6,614","4,807","6,426","5,969","8,492","9,581","5,326","84,479","POINT (-87.69009 42.00516)"
"Oriole Park","7454 W. Balmoral Ave.","Chicago","60656","3,528","4,252","5,458","3,774","3,080","4,827","5,100","5,297","5,014","4,880","4,712","4,723","54,645","POINT (-87.81334 41.97801)"
"Portage-Cragin","5108 W. Belmont Ave.","Chicago","60641","2,301","3,072","3,987","3,828","3,466","5,573","4,058","4,024","3,335","4,621","5,254","3,156","46,675","POINT (-87.7547 41.93873)"
"Pullman","11001 S. Indiana Ave.","Chicago","60628","1,558","1,705","2,575","2,990","3,001","3,175","3,237","2,752","3,230","3,605","3,527","2,684","34,039","POINT (-87.61829 41.69437)"
"Roden","6083 N. Northwest Hwy.","Chicago","60631","2,759","3,073","4,268","4,712","3,858","8,939","4,562","4,582","3,794","8,002","10,121","3,840","62,510","POINT (-87.79832 41.99194)"
"Rogers Park","6907 N. Clark St.","Chicago","60626","4,179","7,092","8,908","8,827","8,728","8,624","8,696","8,916","9,226","9,380","9,355","7,431","99,362","POINT (-87.67341 42.00669)"
"Scottsdale","4101 W. 79th St.","Chicago","60652","1,856","2,867","3,325","3,356","3,420","3,392","3,299","3,403","3,081","2,995","3,261","2,832","37,087","POINT (-87.7246 41.7494)"
"Sherman Park","5440 S. Racine Ave.","Chicago","60609","1,420","1,409","1,846","2,017","1,786","1,508","1,434","1,740","1,263","1,227","994","1,009","17,653","POINT (-87.65489 41.79485)"
"South Chicago","9055 S. Houston Ave.","Chicago","60617","768","3,114","3,980","3,881","3,822","3,374","4,843","4,842","4,285","3,607","3,146","3,328","42,990","POINT (-87.54984 41.73037)"
"South Shore","2505 E. 73rd St.","Chicago","60649","1,066","1,178","1,575","1,544","1,801","1,576","2,059","2,264","1,864","1,936","1,812","1,508","20,183","POINT (-87.56397 41.76264)"
"Sulzer Regional Library","4455 N. Lincoln Ave.","Chicago","60625","13,873","15,111","19,899","18,966","17,119","14,966","18,748","19,294","18,776","21,154","20,568","16,373","214,847","POINT (-87.68467 41.96267)"
"Thurgood Marshall","7506 S. Racine Ave.","Chicago","60620","2,094","2,577","3,050","3,280","3,326","3,379","3,684","3,675","3,628","3,621","3,095","3,206","38,615","POINT (-87.65391 41.75738)"
"Toman","2708 S. Pulaski Rd.","Chicago","60623","1,371","1,163","1,669","2,198","2,533","2,390","2,546","2,364","1,667","3,009","2,793","1,942","25,645","POINT (-87.72449 41.84206)"
"Uptown","929 W. Buena Ave.","Chicago","60613","4,948","5,325","6,378","4,801","0","1,999","5,785","6,428","6,106","6,519","7,091","5,913","61,293","POINT (-87.65422 41.95843)"
"Vodak-East Side","3710 E. 106th St.","Chicago","60617","2,007","2,718","3,749","4,378","3,420","3,343","4,703","4,355","3,761","4,074","3,700","2,844","43,052","POINT (-87.53351 41.70274)"
"Walker","11071 S. Hoyne Ave.","Chicago","60643","521","670","1,255","613","964","948","1,166","1,146","1,016","1,157","996","1,079","11,531","POINT (-87.67413 41.69221)"
"Water Works","163 E. Pearson Street","Chicago","60611","0","2,774","4,298","4,501","4,646","4,801","5,112","5,035","4,052","4,194","3,860","4,321","47,594","POINT (-87.62308 41.89759)"
"West Belmont","3104 N. Narragansett Ave.","Chicago","60634","1,954","2,396","3,035","3,054","2,954","5,544","3,485","3,898","3,253","5,245","6,103","2,923","43,844","POINT (-87.78589 41.93685)"
"West Chicago Avenue","4856 W. Chicago Ave.","Chicago","60651","608","808","1,207","1,140","1,119","1,591","1,181","1,474","1,622","1,513","2,024","1,087","15,374","POINT (-87.74769 41.8953)"
"West Englewood","1745 W. 63rd St.","Chicago","60636","2,038","2,281","2,754","2,423","2,872","3,403","2,924","4,282","2,708","3,534","3,277","2,499","34,995","POINT (-87.66852 41.77939)"
"West Lawn","4020 W. 63rd St.","Chicago","60629","1,030","1,345","2,505","2,815","2,744","3,798","4,384","4,067","3,307","3,516","3,431","3,531","36,473","POINT (-87.72384 41.77866)"
"West Loop","122 N. Aberdeen St.","Chicago","60607","2,514","3,085","4,329","4,306","4,206","4,264","4,639","4,826","4,645","5,246","5,030","4,047","51,137","POINT (-87.65441 41.88377)"
"West Pullman","830 W. 119th St.","Chicago","60643","1,216","944","1,175","1,734","1,803","2,282","1,807","2,090","2,023","2,377","6,051","235","23,737","POINT (-87.64311 41.6778)"
"West Town","1625 W. Chicago Ave.","Chicago","60622","3,402","4,726","5,947","5,530","4,300","6,246","6,644","6,767","5,888","6,537","6,620","5,791","68,398","POINT (-87.66849 41.8956)"
"Whitney M. Young, Jr.","415 East 79th St.","Chicago","60619","1,830","2,462","3,014","3,406","3,464","4,946","3,809","4,064","4,172","4,579","4,319","3,511","43,576","POINT (-87.61425 41.75111)"
"Woodson Regional Library","9525 S. Halsted St.","Chicago","60628","3,655","4,516","3,918","6,239","5,610","5,815","6,183","5,996","5,305","5,491","4,986","3,678","61,392","POINT (-87.64312 41.72056)"
"Wrightwood-Ashburn","8530 S. Kedzie Ave.","Chicago","60652","1,417","1,164","1,631","1,874","1,817","3,609","1,048","1,401","2,117","5,210","6,950","1,410","29,648","POINT (-87.70209 41.73837)"
