"BRANCH","ADDRESS","CITY","ZIP","JANUARY","FEBRUARY","MARCH","APRIL","MAY","JUNE","JULY","AUGUST","SEPTEMBER","OCTOBER","NOVEMBER","DECEMBER","YTD","LOCATION"
"Roden","6083 N. Northwest Hwy.","Chicago","60631","736","3,742","5,078","0","0","2,337","3,306","1,621","2,654","3,238","2448","2,791","27,951","POINT (-87.798265 41.991862)"
"Rogers Park","6907 N. Clark St.","Chicago","60626","11,997","11,407","6,878","0","0","4,655","7,428","7,724","9,067","8,118","3129","5,314","75,717","POINT (-87.67344 42.006673)"
"Scottsdale","4101 W. 79th St.","Chicago","60652","3,190","3,210","2,501","0","0","1,742","2,531","2,536","2,210","2,710","1835","1,935","24,400","POINT (-87.724291 41.749388)"
"Sherman Park","5440 S. Racine Ave.","Chicago","60609","2,698","2,403","1,780","0","0","1,290","2,118","2,380","1,611","755","1560","1,612","18,207","POINT (-87.65487 41.794843)"
"South Chicago","9055 S. Houston Ave.","Chicago","60617","6,489","6,023","3,457","0","0","2,055","2,827","3,213","3,161","3,210","2064","0","32,499","POINT (-87.549849 41.730371)"
"South Shore","2505 E. 73rd St.","Chicago","60649","0","0","0","0","0","0","389","1,086","1,097","1,262","894","387","5,115","POINT (-87.563672 41.762654)"
"Sulzer Regional Library","4455 N. Lincoln Ave.","Chicago","60625","29,483","27,624","14,313","0","0","9,709","14,281","14,330","14,172","15,367","12640","13,600","165,519","POINT (-87.684637 41.962677)"
"Thurgood Marshall","7506 S. Racine Ave.","Chicago","60620","6,199","7,924","4,089","0","0","1,579","2,345","3,327","3,186","3,231","2072","2,055","36,007","POINT (-87.65393 41.757373)"
"Toman","2708 S. Pulaski Rd.","Chicago","60623","4,196","4,295","3,589","0","0","1,121","2,017","1,956","1,780","2,010","1526","1,267","23,757","POINT (-87.724477 41.842073)"
"Uptown","929 W. Buena Ave.","Chicago","60613","10,289","10,115","6,286","0","0","3,292","4,855","4,682","4,650","5,061","3941","4,365","57,536","POINT (-87.654217 41.95846)"
"Vodak-East Side","3710 E. 106th St.","Chicago","60617","1,319","4,556","3,103","0","0","2,814","2,295","2,861","1,889","1,849","1912","2,053","24,651","POINT (-87.533513 41.70272)"
"Walker","11071 S. Hoyne Ave.","Chicago","60643","0","0","0","0","0","0","147","547","480","765","263","404","2,606","POINT (-87.674251 41.692445)"
"West Belmont","3104 N. Narragansett Ave.","Chicago","60634","3,816","4,175","7,177","0","0","1,076","2,310","2,471","2,451","3,088","2186","1,979","30,729","POINT (-87.785858 41.936833)"
"West Chicago Avenue","4856 W. Chicago Ave.","Chicago","60651","7,252","5,970","3,967","0","0","542","832","873","851","835","620","595","22,337","POINT (-87.74730500000001 41.895019)"
"West Englewood","1745 W. 63rd St.","Chicago","60636","5,207","4,909","3,212","0","0","1,557","2,192","2,483","2,437","2,533","1836","1,810","28,176","POINT (-87.66821 41.779364)"
"West Lawn","4020 W. 63rd St.","Chicago","60629","4,880","4,682","3,255","0","0","538","891","1,288","1,391","1,548","1055","1,041","20,569","POINT (-87.723756 41.778629)"
"West Loop","122 N. Aberdeen St.","Chicago","60607","7,440","6,686","3,575","0","0","2,387","3,372","3,462","2,902","3,051","2424","2,568","37,867","POINT (-87.654421 41.883595)"
"West Pullman","830 W. 119th St.","Chicago","60643","8,338","7,884","7,611","0","0","649","1,267","1,529","1,673","1,966","1184","1,160","33,261","POINT (-87.64332700000001 41.677819)"
"West Town","1625 W. Chicago Ave.","Chicago","60622","9,179","8,264","5,392","0","0","3,076","3,349","1,767","5,587","6,650","4183","3,107","50,554","POINT (-87.668233 41.89606)"
"Whitney M. Young, Jr.","415 East 79th St.","Chicago","60619","8,004","7,119","10,619","0","0","1,010","1,639","2,376","2,541","1,505","1988","1,330","38,131","POINT (-87.61416 41.751132)"
"Woodson Regional Library","9525 S. Halsted St.","Chicago","60628","16,492","16,461","14,015","0","0","2,238","4,817","5,088","5,260","5,900","4322","3,773","78,366","POINT (-87.643122 41.72067400000001)"
"Wrightwood-Ashburn","8530 S. Kedzie Ave.","Chicago","60652","3,849","3,526","2,341","0","0","1,371","1,881","2,190","1,830","1,750","1245","1,355","21,338","POINT (-87.70209 41.738313)"
