,BRANCH,ADDRESS,CITY,ZIP,YEAR,MONTH,CIRCULATION,MONTH_NUM
1151,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2011,DECEMBER,11005,12
1152,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,JANUARY,10487,1
1153,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,FEBRUARY,10675,2
1154,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,MARCH,11585,3
1155,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,APRIL,11231,4
1156,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,MAY,11007,5
1157,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,JUNE,12791,6
1158,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,JULY,12979,7
1159,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,AUGUST,12364,8
1160,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,SEPTEMBER,12284,9
1161,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,OCTOBER,11786,10
1162,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,NOVEMBER,10794,11
1163,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2012,DECEMBER,10363,12
1164,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,JANUARY,10873,1
1165,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,FEBRUARY,9516,2
1166,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,MARCH,11640,3
1167,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,APRIL,11046,4
1168,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,MAY,11059,5
1169,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,JUNE,11303,6
1170,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,JULY,12408,7
1171,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,AUGUST,11680,8
1172,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,SEPTEMBER,10291,9
1173,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,OCTOBER,10851,10
1174,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,NOVEMBER,10723,11
1175,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2013,DECEMBER,8352,12
1176,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,JANUARY,7975,1
1177,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,FEBRUARY,7738,2
1178,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,MARCH,10162,3
1179,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,APRIL,10083,4
1180,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,MAY,9475,5
1181,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,JUNE,10510,6
1182,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,JULY,11359,7
1183,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,AUGUST,10331,8
1184,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,SEPTEMBER,9538,9
1185,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,OCTOBER,9305,10
1186,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,NOVEMBER,8549,11
1187,Blackstone,4904 S. Lake Park Avenue,CHICAGO,60615.0,2014,DECEMBER,7971,12
1188,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,JANUARY,7975,1
1189,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,FEBRUARY,7461,2
1190,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,MARCH,4281,3
1191,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,APRIL,0,4
1192,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,MAY,0,5
1193,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,JUNE,4583,6
1194,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,JULY,6324,7
1195,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,AUGUST,5951,8
1196,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,SEPTEMBER,6350,9
1197,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,OCTOBER,6111,10
1198,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,NOVEMBER,5961,11
1199,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2020,DECEMBER,5840,12
1200,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,JANUARY,6012,1
1201,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,FEBRUARY,5296,2
1202,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,MARCH,6948,3
1203,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,APRIL,6582,4
1204,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,MAY,6980,5
1205,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,JUNE,7013,6
1206,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,JULY,7787,7
1207,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,AUGUST,7423,8
1208,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,SEPTEMBER,6576,9
1209,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,OCTOBER,6929,10
1210,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,NOVEMBER,6932,11
1211,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2021,DECEMBER,6279,12
1212,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,JANUARY,7234,1
1213,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,FEBRUARY,6544,2
1214,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,MARCH,7336,3
1215,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,APRIL,7355,4
1216,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,MAY,6531,5
1217,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,JUNE,7217,6
1218,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,JULY,7174,7
1219,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,AUGUST,6970,8
1220,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,SEPTEMBER,6616,9
1221,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,OCTOBER,6126,10
1222,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,NOVEMBER,6129,11
1223,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2022,DECEMBER,5785,12
1224,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,JANUARY,6444,1
1225,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,FEBRUARY,6191,2
1226,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,MARCH,7707,3
1227,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,APRIL,6442,4
1228,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,MAY,5850,5
1229,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,JUNE,6900,6
1230,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,JULY,6791,7
1231,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,AUGUST,7019,8
1232,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,SEPTEMBER,6637,9
1233,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,OCTOBER,6278,10
1234,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,NOVEMBER,5915,11
1235,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2023,DECEMBER,6422,12
1236,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,JANUARY,6650,1
1237,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,FEBRUARY,6466,2
1238,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,MARCH,7358,3
1239,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,APRIL,6415,4
1240,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,MAY,6199,5
1241,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,JUNE,6610,6
1242,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,JULY,7074,7
1243,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,AUGUST,6623,8
1244,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,SEPTEMBER,7114,9
1245,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,OCTOBER,6267,10
1246,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,NOVEMBER,6793,11
1247,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2024,DECEMBER,5771,12
1248,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,JANUARY,7117,1
1249,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,FEBRUARY,7156,2
1250,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,MARCH,7477,3
1251,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,APRIL,6906,4
1252,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,MAY,6571,5
1253,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,JUNE,6943,6
1254,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,JULY,6993,7
1255,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,AUGUST,7226,8
1256,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,SEPTEMBER,6594,9
1257,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,OCTOBER,6855,10
1258,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,NOVEMBER,6366,11
1259,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,2025,DECEMBER,5796,12
1260,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,JANUARY,1140,1
1261,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,FEBRUARY,1042,2
1262,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,MARCH,1436,3
1263,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,APRIL,1512,4
1264,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,MAY,1296,5
1265,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,JUNE,1367,6
1266,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,JULY,1550,7
1267,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,AUGUST,1523,8
1268,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,SEPTEMBER,1666,9
1269,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,OCTOBER,1696,10
1270,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,NOVEMBER,1370,11
1271,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2011,DECEMBER,1059,12
1272,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,JANUARY,1042,1
1273,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,FEBRUARY,942,2
1274,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,MARCH,1094,3
1275,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,APRIL,1043,4
1276,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,MAY,945,5
1277,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,JUNE,1164,6
1278,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,JULY,1296,7
1279,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,AUGUST,1517,8
1280,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,SEPTEMBER,1491,9
1281,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,OCTOBER,1650,10
1282,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,NOVEMBER,1367,11
1283,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2012,DECEMBER,1262,12
1284,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,JANUARY,1231,1
1285,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,FEBRUARY,983,2
1286,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,MARCH,1110,3
1287,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,APRIL,1130,4
1288,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,MAY,1087,5
1289,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,JUNE,1190,6
1290,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,JULY,1343,7
1291,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,AUGUST,1225,8
1292,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,SEPTEMBER,1203,9
1293,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,OCTOBER,1321,10
1294,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,NOVEMBER,1128,11
1295,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2013,DECEMBER,1080,12
1296,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,JANUARY,1121,1
1297,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,FEBRUARY,1062,2
1298,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,MARCH,1081,3
1299,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,APRIL,1073,4
1300,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,MAY,1130,5
1301,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,JUNE,1262,6
1302,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,JULY,1568,7
1303,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,AUGUST,1482,8
1304,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,SEPTEMBER,1713,9
1305,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,OCTOBER,1347,10
1306,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,NOVEMBER,1213,11
1307,Brainerd,1350 W. 89th Street,CHICAGO,60620.0,2014,DECEMBER,1325,12
1308,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,JANUARY,583,1
1309,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,FEBRUARY,450,2
1310,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,MARCH,314,3
1311,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,APRIL,0,4
1312,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,MAY,0,5
1313,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,JUNE,139,6
1314,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,JULY,288,7
1315,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,AUGUST,382,8
1316,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,SEPTEMBER,364,9
1317,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,OCTOBER,488,10
1318,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,NOVEMBER,258,11
1319,Brainerd,1350 W. 89th St.,Chicago,60620.0,2020,DECEMBER,311,12
1320,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,JANUARY,311,1
1321,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,FEBRUARY,349,2
1322,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,MARCH,501,3
1323,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,APRIL,60,4
1324,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,MAY,85,5
1325,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,JUNE,278,6
1326,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,JULY,197,7
1327,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,AUGUST,280,8
1328,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,SEPTEMBER,277,9
1329,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,OCTOBER,337,10
1330,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,NOVEMBER,314,11
1331,Brainerd,1350 W. 89th St.,Chicago,60620.0,2021,DECEMBER,332,12
1332,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,JANUARY,255,1
1333,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,FEBRUARY,264,2
1334,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,MARCH,370,3
1335,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,APRIL,386,4
1336,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,MAY,399,5
1337,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,JUNE,421,6
1338,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,JULY,337,7
1339,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,AUGUST,373,8
1340,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,SEPTEMBER,361,9
1341,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,OCTOBER,276,10
1342,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,NOVEMBER,256,11
1343,Brainerd,1350 W. 89th St.,Chicago,60620.0,2022,DECEMBER,201,12
1344,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,JANUARY,325,1
1345,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,FEBRUARY,243,2
1346,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,MARCH,421,3
1347,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,APRIL,269,4
1348,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,MAY,211,5
1349,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,JUNE,377,6
1350,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,JULY,279,7
1351,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,AUGUST,272,8
1352,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,SEPTEMBER,331,9
1353,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,OCTOBER,275,10
1354,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,NOVEMBER,317,11
1355,Brainerd,1350 W. 89th St.,Chicago,60620.0,2023,DECEMBER,221,12
1356,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,JANUARY,294,1
1357,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,FEBRUARY,305,2
1358,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,MARCH,440,3
1359,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,APRIL,393,4
1360,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,MAY,351,5
1361,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,JUNE,318,6
1362,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,JULY,511,7
1363,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,AUGUST,219,8
1364,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,SEPTEMBER,345,9
1365,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,OCTOBER,283,10
1366,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,NOVEMBER,210,11
1367,Brainerd,1350 W. 89th St.,Chicago,60620.0,2024,DECEMBER,196,12
1368,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,JANUARY,286,1
1369,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,FEBRUARY,241,2
1370,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,MARCH,342,3
1371,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,APRIL,281,4
1372,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,MAY,349,5
1373,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,JUNE,279,6
1374,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,JULY,318,7
1375,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,AUGUST,299,8
1376,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,SEPTEMBER,284,9
1377,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,OCTOBER,315,10
1378,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,NOVEMBER,246,11
1379,Brainerd,1350 W. 89th St.,Chicago,60620.0,2025,DECEMBER,205,12
1380,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,JANUARY,7416,1
1381,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,FEBRUARY,6102,2
1382,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,MARCH,8493,3
1383,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,APRIL,8430,4
1384,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,MAY,7183,5
1385,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,JUNE,8457,6
1386,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,JULY,8793,7
1387,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,AUGUST,8493,8
1388,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,SEPTEMBER,8449,9
1389,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,OCTOBER,10208,10
1390,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,NOVEMBER,9505,11
1391,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2011,DECEMBER,7562,12
1392,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,JANUARY,7626,1
1393,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,FEBRUARY,7660,2
1394,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,MARCH,7970,3
1395,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,APRIL,7975,4
1396,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,MAY,7198,5
1397,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,JUNE,6796,6
1398,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,JULY,5883,7
1399,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,AUGUST,6523,8
1400,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,SEPTEMBER,7251,9
1401,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,OCTOBER,7782,10
1402,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,NOVEMBER,5317,11
1403,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2012,DECEMBER,4419,12
1404,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,JANUARY,6577,1
1405,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,FEBRUARY,5764,2
1406,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,MARCH,7347,3
1407,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,APRIL,6344,4
1408,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,MAY,5460,5
1409,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,JUNE,5691,6
1410,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,JULY,7478,7
1411,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,AUGUST,6374,8
1412,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,SEPTEMBER,6214,9
1413,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,OCTOBER,7453,10
1414,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,NOVEMBER,6822,11
1415,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2013,DECEMBER,5313,12
1416,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,JANUARY,5278,1
1417,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,FEBRUARY,5058,2
1418,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,MARCH,6012,3
1419,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,APRIL,6938,4
1420,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,MAY,6105,5
1421,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,JUNE,5662,6
1422,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,JULY,6942,7
1423,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,AUGUST,5940,8
1424,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,SEPTEMBER,6136,9
1425,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,OCTOBER,6470,10
1426,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,NOVEMBER,5469,11
1427,Brighton Park,4314 S. Archer Avenue,CHICAGO,60632.0,2014,DECEMBER,4780,12
1428,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,JANUARY,3047,1
1429,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,FEBRUARY,2830,2
1430,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,MARCH,2327,3
1431,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,APRIL,0,4
1432,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,MAY,0,5
1433,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,JUNE,881,6
1434,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,JULY,1610,7
1435,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,AUGUST,1969,8
1436,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,SEPTEMBER,1859,9
1437,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,OCTOBER,1914,10
1438,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,NOVEMBER,1373,11
1439,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2020,DECEMBER,1237,12
1440,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2021,JANUARY,1491,1
1441,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2021,FEBRUARY,1090,2
1442,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2021,MARCH,1704,3
1443,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2021,APRIL,1471,4
1444,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2021,MAY,1525,5
1445,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2021,JUNE,1643,6
1446,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2021,JULY,1914,7
1447,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,2021,AUGUST,1551,8
