,BRANCH,ADDRESS,CITY,ZIP,YEAR,MONTH,COMPUTER SESSIONS,MONTH_NUM
0,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,JANUARY,1666.0,1
1,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,FEBRUARY,1296.0,2
2,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,MARCH,1735.0,3
3,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,APRIL,1841.0,4
4,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,MAY,1683.0,5
5,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,JUNE,2138.0,6
6,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,JULY,2267.0,7
7,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,AUGUST,2434.0,8
8,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,SEPTEMBER,1746.0,9
9,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,OCTOBER,1837.0,10
10,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,NOVEMBER,1729.0,11
11,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2011,DECEMBER,1594.0,12
12,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,JANUARY,1531.0,1
13,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,FEBRUARY,1638.0,2
14,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,MARCH,1746.0,3
15,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,APRIL,1738.0,4
16,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,MAY,1673.0,5
17,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,JUNE,1812.0,6
18,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,JULY,2162.0,7
19,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,AUGUST,2122.0,8
20,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,SEPTEMBER,1001.0,9
21,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,OCTOBER,0.0,10
22,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,NOVEMBER,0.0,11
23,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2012,DECEMBER,0.0,12
24,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,JANUARY,0.0,1
25,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,FEBRUARY,0.0,2
26,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,MARCH,0.0,3
27,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,APRIL,0.0,4
28,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,MAY,0.0,5
29,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,JUNE,0.0,6
30,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,JULY,0.0,7
31,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,AUGUST,0.0,8
32,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,SEPTEMBER,0.0,9
33,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,OCTOBER,0.0,10
34,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,NOVEMBER,0.0,11
35,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625,2013,DECEMBER,0.0,12
36,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,JANUARY,1621.0,1
37,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,FEBRUARY,1484.0,2
38,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,MARCH,765.0,3
39,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,APRIL,0.0,4
40,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,MAY,0.0,5
41,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,JUNE,276.0,6
42,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,JULY,511.0,7
43,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,AUGUST,561.0,8
44,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,SEPTEMBER,621.0,9
45,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,OCTOBER,565.0,10
46,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,NOVEMBER,509.0,11
47,Albany Park,3401 W. Foster Ave.,Chicago,60625,2020,DECEMBER,457.0,12
48,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,JANUARY,479.0,1
49,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,FEBRUARY,436.0,2
50,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,MARCH,637.0,3
51,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,APRIL,596.0,4
52,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,MAY,567.0,5
53,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,JUNE,655.0,6
54,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,JULY,813.0,7
55,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,AUGUST,1043.0,8
56,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,SEPTEMBER,950.0,9
57,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,OCTOBER,885.0,10
58,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,NOVEMBER,922.0,11
59,Albany Park,3401 W. Foster Ave.,Chicago,60625,2021,DECEMBER,855.0,12
60,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,JANUARY,880.0,1
61,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,FEBRUARY,984.0,2
62,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,MARCH,1077.0,3
63,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,APRIL,1087.0,4
64,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,MAY,1010.0,5
65,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,JUNE,1091.0,6
66,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,JULY,1214.0,7
67,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,AUGUST,1169.0,8
68,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,SEPTEMBER,1142.0,9
69,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,OCTOBER,1208.0,10
70,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,NOVEMBER,1164.0,11
71,Albany Park,3401 W. Foster Ave.,Chicago,60625,2022,DECEMBER,1063.0,12
72,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,JANUARY,1118.0,1
73,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,FEBRUARY,1047.0,2
74,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,MARCH,1048.0,3
75,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,APRIL,970.0,4
76,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,MAY,1096.0,5
77,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,JUNE,1063.0,6
78,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,JULY,1078.0,7
79,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,AUGUST,1049.0,8
80,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,SEPTEMBER,998.0,9
81,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,OCTOBER,1015.0,10
82,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,NOVEMBER,987.0,11
83,Albany Park,3401 W. Foster Ave.,Chicago,60625,2023,DECEMBER,1008.0,12
84,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,JANUARY,874.0,1
85,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,FEBRUARY,1098.0,2
86,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,MARCH,952.0,3
87,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,APRIL,974.0,4
88,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,MAY,1087.0,5
89,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,JUNE,1122.0,6
90,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,JULY,1212.0,7
91,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,AUGUST,1202.0,8
92,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,SEPTEMBER,1065.0,9
93,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,OCTOBER,1231.0,10
94,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,NOVEMBER,940.0,11
95,Albany Park,3401 W. Foster Ave.,Chicago,60625,2024,DECEMBER,910.0,12
96,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,JANUARY,1012.0,1
97,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,FEBRUARY,971.0,2
98,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,MARCH,1137.0,3
99,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,APRIL,1019.0,4
100,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,MAY,1073.0,5
101,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,JUNE,965.0,6
102,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,JULY,1225.0,7
103,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,AUGUST,1280.0,8
104,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,SEPTEMBER,1334.0,9
105,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,OCTOBER,1259.0,10
106,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,NOVEMBER,1077.0,11
107,Albany Park,3401 W. Foster Ave.,Chicago,60625,2025,DECEMBER,1166.0,12
108,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,JANUARY,3036.0,1
109,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,FEBRUARY,1895.0,2
110,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,MARCH,2286.0,3
111,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,APRIL,2647.0,4
112,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,MAY,2509.0,5
113,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,JUNE,2928.0,6
114,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,JULY,1970.0,7
115,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,AUGUST,1345.0,8
116,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,SEPTEMBER,2822.0,9
117,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,OCTOBER,3713.0,10
118,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,NOVEMBER,3460.0,11
119,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2011,DECEMBER,3171.0,12
120,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,JANUARY,2595.0,1
121,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,FEBRUARY,2356.0,2
122,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,MARCH,2509.0,3
123,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,APRIL,2410.0,4
124,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,MAY,2273.0,5
125,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,JUNE,2940.0,6
126,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,JULY,3106.0,7
127,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,AUGUST,4093.0,8
128,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,SEPTEMBER,3915.0,9
129,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,OCTOBER,4543.0,10
130,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,NOVEMBER,3872.0,11
131,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2012,DECEMBER,3428.0,12
132,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,JANUARY,3489.0,1
133,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,FEBRUARY,2591.0,2
134,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,MARCH,2923.0,3
135,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,APRIL,3060.0,4
136,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,MAY,2461.0,5
137,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,JUNE,2448.0,6
138,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,JULY,2883.0,7
139,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,AUGUST,3319.0,8
140,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,SEPTEMBER,2713.0,9
141,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,OCTOBER,2893.0,10
142,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,NOVEMBER,2984.0,11
143,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827,2013,DECEMBER,2643.0,12
144,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,JANUARY,258.0,1
145,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,FEBRUARY,249.0,2
146,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,MARCH,111.0,3
147,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,APRIL,0.0,4
148,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,MAY,0.0,5
149,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,JUNE,0.0,6
150,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,JULY,0.0,7
151,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,AUGUST,0.0,8
152,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,SEPTEMBER,1.0,9
153,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,OCTOBER,0.0,10
154,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,NOVEMBER,129.0,11
155,Altgeld,13281 S. Corliss Ave.,Chicago,60827,2020,DECEMBER,104.0,12
156,Altgeld,955 E. 131st St.,Chicago,60827,2021,JANUARY,151.0,1
157,Altgeld,955 E. 131st St.,Chicago,60827,2021,FEBRUARY,114.0,2
158,Altgeld,955 E. 131st St.,Chicago,60827,2021,MARCH,250.0,3
159,Altgeld,955 E. 131st St.,Chicago,60827,2021,APRIL,305.0,4
160,Altgeld,955 E. 131st St.,Chicago,60827,2021,MAY,400.0,5
161,Altgeld,955 E. 131st St.,Chicago,60827,2021,JUNE,680.0,6
162,Altgeld,955 E. 131st St.,Chicago,60827,2021,JULY,747.0,7
163,Altgeld,955 E. 131st St.,Chicago,60827,2021,AUGUST,970.0,8
164,Altgeld,955 E. 131st St.,Chicago,60827,2021,SEPTEMBER,818.0,9
165,Altgeld,955 E. 131st St.,Chicago,60827,2021,OCTOBER,681.0,10
166,Altgeld,955 E. 131st St.,Chicago,60827,2021,NOVEMBER,862.0,11
167,Altgeld,955 E. 131st St.,Chicago,60827,2021,DECEMBER,741.0,12
168,Altgeld,955 E. 131st St.,Chicago,60827,2022,JANUARY,530.0,1
169,Altgeld,955 E. 131st St.,Chicago,60827,2022,FEBRUARY,497.0,2
170,Altgeld,955 E. 131st St.,Chicago,60827,2022,MARCH,863.0,3
171,Altgeld,955 E. 131st St.,Chicago,60827,2022,APRIL,901.0,4
172,Altgeld,955 E. 131st St.,Chicago,60827,2022,MAY,674.0,5
173,Altgeld,955 E. 131st St.,Chicago,60827,2022,JUNE,1086.0,6
174,Altgeld,955 E. 131st St.,Chicago,60827,2022,JULY,1373.0,7
175,Altgeld,955 E. 131st St.,Chicago,60827,2022,AUGUST,1238.0,8
176,Altgeld,955 E. 131st St.,Chicago,60827,2022,SEPTEMBER,1031.0,9
177,Altgeld,955 E. 131st St.,Chicago,60827,2022,OCTOBER,1276.0,10
178,Altgeld,955 E. 131st St.,Chicago,60827,2022,NOVEMBER,1005.0,11
179,Altgeld,955 E. 131st St.,Chicago,60827,2022,DECEMBER,808.0,12
180,Altgeld,955 E. 131st St.,Chicago,60827,2023,JANUARY,527.0,1
181,Altgeld,955 E. 131st St.,Chicago,60827,2023,FEBRUARY,449.0,2
182,Altgeld,955 E. 131st St.,Chicago,60827,2023,MARCH,530.0,3
183,Altgeld,955 E. 131st St.,Chicago,60827,2023,APRIL,510.0,4
184,Altgeld,955 E. 131st St.,Chicago,60827,2023,MAY,393.0,5
185,Altgeld,955 E. 131st St.,Chicago,60827,2023,JUNE,460.0,6
186,Altgeld,955 E. 131st St.,Chicago,60827,2023,JULY,518.0,7
187,Altgeld,955 E. 131st St.,Chicago,60827,2023,AUGUST,477.0,8
188,Altgeld,955 E. 131st St.,Chicago,60827,2023,SEPTEMBER,344.0,9
189,Altgeld,955 E. 131st St.,Chicago,60827,2023,OCTOBER,431.0,10
190,Altgeld,955 E. 131st St.,Chicago,60827,2023,NOVEMBER,435.0,11
191,Altgeld,955 E. 131st St.,Chicago,60827,2023,DECEMBER,314.0,12
192,Altgeld,955 E. 131st St.,Chicago,60827,2024,JANUARY,353.0,1
193,Altgeld,955 E. 131st St.,Chicago,60827,2024,FEBRUARY,414.0,2
194,Altgeld,955 E. 131st St.,Chicago,60827,2024,MARCH,371.0,3
195,Altgeld,955 E. 131st St.,Chicago,60827,2024,APRIL,389.0,4
196,Altgeld,955 E. 131st St.,Chicago,60827,2024,MAY,733.0,5
197,Altgeld,955 E. 131st St.,Chicago,60827,2024,JUNE,854.0,6
198,Altgeld,955 E. 131st St.,Chicago,60827,2024,JULY,1028.0,7
199,Altgeld,955 E. 131st St.,Chicago,60827,2024,AUGUST,989.0,8
200,Altgeld,955 E. 131st St.,Chicago,60827,2024,SEPTEMBER,852.0,9
201,Altgeld,955 E. 131st St.,Chicago,60827,2024,OCTOBER,720.0,10
202,Altgeld,955 E. 131st St.,Chicago,60827,2024,NOVEMBER,789.0,11
203,Altgeld,955 E. 131st St.,Chicago,60827,2024,DECEMBER,861.0,12
204,Altgeld,955 E. 131st St.,Chicago,60827,2025,JANUARY,800.0,1
205,Altgeld,955 E. 131st St.,Chicago,60827,2025,FEBRUARY,631.0,2
206,Altgeld,955 E. 131st St.,Chicago,60827,2025,MARCH,772.0,3
207,Altgeld,955 E. 131st St.,Chicago,60827,2025,APRIL,692.0,4
208,Altgeld,955 E. 131st St.,Chicago,60827,2025,MAY,782.0,5
209,Altgeld,955 E. 131st St.,Chicago,60827,2025,JUNE,804.0,6
210,Altgeld,955 E. 131st St.,Chicago,60827,2025,JULY,837.0,7
211,Altgeld,955 E. 131st St.,Chicago,60827,2025,AUGUST,750.0,8
212,Altgeld,955 E. 131st St.,Chicago,60827,2025,SEPTEMBER,829.0,9
213,Altgeld,955 E. 131st St.,Chicago,60827,2025,OCTOBER,944.0,10
214,Altgeld,955 E. 131st St.,Chicago,60827,2025,NOVEMBER,909.0,11
215,Altgeld,955 E. 131st St.,Chicago,60827,2025,DECEMBER,782.0,12
216,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,JANUARY,2069.0,1
217,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,FEBRUARY,1712.0,2
218,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,MARCH,2332.0,3
219,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,APRIL,2265.0,4
220,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,MAY,1979.0,5
221,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,JUNE,2287.0,6
222,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,JULY,1930.0,7
223,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,AUGUST,2365.0,8
224,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,SEPTEMBER,2141.0,9
225,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,OCTOBER,2260.0,10
226,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,NOVEMBER,2138.0,11
227,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2011,DECEMBER,1843.0,12
228,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,JANUARY,1784.0,1
229,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,FEBRUARY,1731.0,2
230,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,MARCH,1684.0,3
231,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,APRIL,1777.0,4
232,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,MAY,1813.0,5
233,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,JUNE,1866.0,6
234,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,JULY,2048.0,7
235,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,AUGUST,2316.0,8
236,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,SEPTEMBER,2268.0,9
237,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,OCTOBER,2491.0,10
238,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,NOVEMBER,2394.0,11
239,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2012,DECEMBER,2092.0,12
240,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,JANUARY,2147.0,1
241,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,FEBRUARY,1759.0,2
242,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,MARCH,1945.0,3
243,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,APRIL,1965.0,4
244,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,MAY,1768.0,5
245,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,JUNE,1816.0,6
246,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,JULY,2065.0,7
247,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,AUGUST,2134.0,8
248,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,SEPTEMBER,2182.0,9
249,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,OCTOBER,2346.0,10
250,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,NOVEMBER,2163.0,11
251,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632,2013,DECEMBER,1728.0,12
252,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,JANUARY,1479.0,1
253,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,FEBRUARY,1275.0,2
254,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,MARCH,760.0,3
255,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,APRIL,0.0,4
256,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,MAY,0.0,5
257,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,JUNE,244.0,6
258,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,JULY,457.0,7
259,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,AUGUST,527.0,8
260,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,SEPTEMBER,587.0,9
261,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,OCTOBER,597.0,10
262,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,NOVEMBER,483.0,11
263,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2020,DECEMBER,501.0,12
264,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,JANUARY,500.0,1
265,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,FEBRUARY,402.0,2
266,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,MARCH,626.0,3
267,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,APRIL,546.0,4
268,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,MAY,533.0,5
269,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,JUNE,563.0,6
270,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,JULY,693.0,7
271,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,AUGUST,695.0,8
272,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,SEPTEMBER,697.0,9
273,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,OCTOBER,688.0,10
274,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,NOVEMBER,668.0,11
275,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2021,DECEMBER,612.0,12
276,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,JANUARY,742.0,1
277,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,FEBRUARY,586.0,2
278,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,MARCH,832.0,3
279,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,APRIL,756.0,4
280,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,MAY,697.0,5
281,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,JUNE,765.0,6
282,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,JULY,654.0,7
283,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,AUGUST,824.0,8
284,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,SEPTEMBER,861.0,9
285,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,OCTOBER,720.0,10
286,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,NOVEMBER,669.0,11
287,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2022,DECEMBER,676.0,12
288,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,JANUARY,805.0,1
289,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,FEBRUARY,701.0,2
290,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,MARCH,856.0,3
291,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,APRIL,207.0,4
292,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,MAY,182.0,5
293,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,JUNE,729.0,6
294,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,JULY,777.0,7
295,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,AUGUST,758.0,8
296,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,SEPTEMBER,713.0,9
297,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,OCTOBER,741.0,10
298,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,NOVEMBER,689.0,11
299,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2023,DECEMBER,622.0,12
300,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2024,JANUARY,697.0,1
301,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2024,FEBRUARY,687.0,2
302,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2024,MARCH,821.0,3
303,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2024,APRIL,723.0,4
304,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2024,MAY,751.0,5
305,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2024,JUNE,731.0,6
306,Archer Heights,5055 S. Archer Ave.,Chicago,60632,2024,JULY,879.0,7
