,BRANCH,ADDRESS,CITY,ZIP,YEAR,MONTH,VISITORS,MONTH_NUM
0,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,JANUARY,9604.0,1
1,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,FEBRUARY,10500.0,2
2,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,MARCH,9050.0,3
3,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,APRIL,9300.0,4
4,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,MAY,8271.0,5
5,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,JUNE,10984.0,6
6,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,JULY,9986.0,7
7,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,AUGUST,11078.0,8
8,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,SEPTEMBER,9453.0,9
9,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,OCTOBER,10213.0,10
10,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,NOVEMBER,9377.0,11
11,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2011,DECEMBER,9609.0,12
12,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,JANUARY,7946.0,1
13,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,FEBRUARY,8268.0,2
14,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,MARCH,10024.0,3
15,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,APRIL,9166.0,4
16,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,MAY,9185.0,5
17,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,JUNE,9515.0,6
18,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,JULY,10298.0,7
19,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,AUGUST,9742.0,8
20,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,SEPTEMBER,4341.0,9
21,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,OCTOBER,0.0,10
22,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,NOVEMBER,0.0,11
23,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2012,DECEMBER,0.0,12
24,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,JANUARY,0.0,1
25,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,FEBRUARY,0.0,2
26,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,MARCH,0.0,3
27,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,APRIL,0.0,4
28,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,MAY,0.0,5
29,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,JUNE,0.0,6
30,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,JULY,0.0,7
31,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,AUGUST,74.0,8
32,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,SEPTEMBER,105.0,9
33,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,OCTOBER,117.0,10
34,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,NOVEMBER,89.0,11
35,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2013,DECEMBER,36.0,12
36,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,JANUARY,0.0,1
37,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,FEBRUARY,0.0,2
38,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,MARCH,11.0,3
39,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,APRIL,13.0,4
40,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,MAY,10.0,5
41,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,JUNE,24.0,6
42,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,JULY,0.0,7
43,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,AUGUST,0.0,8
44,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,SEPTEMBER,12446.0,9
45,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,OCTOBER,16239.0,10
46,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,NOVEMBER,12440.0,11
47,Albany Park,5150 N. Kimball Avenue,CHICAGO,60625.0,2014,DECEMBER,11933.0,12
48,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,JANUARY,9878.0,1
49,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,FEBRUARY,9473.0,2
50,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,MARCH,5077.0,3
51,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,APRIL,0.0,4
52,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,MAY,0.0,5
53,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,JUNE,3188.0,6
54,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,JULY,4156.0,7
55,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,AUGUST,4566.0,8
56,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,SEPTEMBER,4295.0,9
57,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,OCTOBER,4272.0,10
58,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,NOVEMBER,3727.0,11
59,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2020,DECEMBER,3567.0,12
60,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,JANUARY,3419.0,1
61,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,FEBRUARY,3366.0,2
62,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,MARCH,4404.0,3
63,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,APRIL,4299.0,4
64,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,MAY,4256.0,5
65,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,JUNE,4958.0,6
66,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,JULY,5325.0,7
67,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,AUGUST,5877.0,8
68,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,SEPTEMBER,6740.0,9
69,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,OCTOBER,7259.0,10
70,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,NOVEMBER,6445.0,11
71,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2021,DECEMBER,6492.0,12
72,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,JANUARY,3419.0,1
73,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,FEBRUARY,6208.0,2
74,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,MARCH,8004.0,3
75,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,APRIL,6925.0,4
76,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,MAY,7068.0,5
77,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,JUNE,6394.0,6
78,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,JULY,7005.0,7
79,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,AUGUST,6848.0,8
80,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,SEPTEMBER,7061.0,9
81,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,OCTOBER,6955.0,10
82,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,NOVEMBER,6719.0,11
83,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2022,DECEMBER,6469.0,12
84,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,JANUARY,6565.0,1
85,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,FEBRUARY,7308.0,2
86,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,MARCH,6554.0,3
87,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,APRIL,7159.0,4
88,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,MAY,7552.0,5
89,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,JUNE,7332.0,6
90,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,JULY,6618.0,7
91,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,AUGUST,7312.0,8
92,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,SEPTEMBER,7565.0,9
93,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,OCTOBER,8259.0,10
94,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,NOVEMBER,7826.0,11
95,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2023,DECEMBER,7156.0,12
96,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,JANUARY,6788.0,1
97,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,FEBRUARY,8014.0,2
98,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,MARCH,7682.0,3
99,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,APRIL,7587.0,4
100,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,MAY,7859.0,5
101,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,JUNE,7771.0,6
102,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,JULY,7431.0,7
103,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,AUGUST,7340.0,8
104,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,SEPTEMBER,7511.0,9
105,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,OCTOBER,8471.0,10
106,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,NOVEMBER,6660.0,11
107,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2024,DECEMBER,6825.0,12
108,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,JANUARY,6397.0,1
109,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,FEBRUARY,5775.0,2
110,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,MARCH,6727.0,3
111,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,APRIL,6212.0,4
112,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,MAY,6722.0,5
113,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,JUNE,6154.0,6
114,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,JULY,7384.0,7
115,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,AUGUST,6608.0,8
116,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,SEPTEMBER,7500.0,9
117,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,OCTOBER,7869.0,10
118,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,NOVEMBER,6390.0,11
119,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,2025,DECEMBER,6149.0,12
120,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,JANUARY,5809.0,1
121,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,FEBRUARY,3899.0,2
122,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,MARCH,5207.0,3
123,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,APRIL,5201.0,4
124,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,MAY,4494.0,5
125,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,JUNE,5760.0,6
126,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,JULY,3653.0,7
127,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,AUGUST,2414.0,8
128,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,SEPTEMBER,4552.0,9
129,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,OCTOBER,6891.0,10
130,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,NOVEMBER,5698.0,11
131,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2011,DECEMBER,5079.0,12
132,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,JANUARY,4196.0,1
133,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,FEBRUARY,4108.0,2
134,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,MARCH,4520.0,3
135,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,APRIL,4665.0,4
136,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,MAY,4172.0,5
137,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,JUNE,4746.0,6
138,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,JULY,5037.0,7
139,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,AUGUST,6170.0,8
140,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,SEPTEMBER,6185.0,9
141,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,OCTOBER,6944.0,10
142,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,NOVEMBER,6318.0,11
143,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2012,DECEMBER,4997.0,12
144,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,JANUARY,5741.0,1
145,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,FEBRUARY,4014.0,2
146,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,MARCH,5301.0,3
147,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,APRIL,5668.0,4
148,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,MAY,5176.0,5
149,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,JUNE,5142.0,6
150,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,JULY,5276.0,7
151,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,AUGUST,6104.0,8
152,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,SEPTEMBER,5219.0,9
153,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,OCTOBER,5228.0,10
154,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,NOVEMBER,5277.0,11
155,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2013,DECEMBER,4906.0,12
156,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,JANUARY,4702.0,1
157,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,FEBRUARY,4498.0,2
158,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,MARCH,4490.0,3
159,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,APRIL,5176.0,4
160,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,MAY,4820.0,5
161,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,JUNE,5406.0,6
162,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,JULY,5810.0,7
163,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,AUGUST,5735.0,8
164,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,SEPTEMBER,5953.0,9
165,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,OCTOBER,5336.0,10
166,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,NOVEMBER,4724.0,11
167,Altgeld,13281 S. Corliss Avenue,CHICAGO,60827.0,2014,DECEMBER,4620.0,12
168,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,JANUARY,2730.0,1
169,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,FEBRUARY,1809.0,2
170,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,MARCH,1127.0,3
171,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,APRIL,0.0,4
172,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,MAY,0.0,5
173,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,JUNE,0.0,6
174,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,JULY,0.0,7
175,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,AUGUST,0.0,8
176,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,SEPTEMBER,0.0,9
177,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,OCTOBER,0.0,10
178,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,NOVEMBER,0.0,11
179,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,2020,DECEMBER,0.0,12
180,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,JANUARY,339.0,1
181,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,FEBRUARY,270.0,2
182,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,MARCH,412.0,3
183,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,APRIL,470.0,4
184,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,MAY,724.0,5
185,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,JUNE,998.0,6
186,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,JULY,1437.0,7
187,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,AUGUST,1397.0,8
188,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,SEPTEMBER,162.0,9
189,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,OCTOBER,155.0,10
190,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,NOVEMBER,1744.0,11
191,Altgeld,955 E. 131st St.,Chicago,60827.0,2021,DECEMBER,2652.0,12
192,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,JANUARY,339.0,1
193,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,FEBRUARY,822.0,2
194,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,MARCH,3378.0,3
195,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,APRIL,3231.0,4
196,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,MAY,3217.0,5
197,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,JUNE,3466.0,6
198,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,JULY,4771.0,7
199,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,AUGUST,4217.0,8
200,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,SEPTEMBER,4146.0,9
201,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,OCTOBER,4613.0,10
202,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,NOVEMBER,3542.0,11
203,Altgeld,955 E. 131st St.,Chicago,60827.0,2022,DECEMBER,3204.0,12
204,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,JANUARY,3342.0,1
205,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,FEBRUARY,3529.0,2
206,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,MARCH,4242.0,3
207,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,APRIL,4346.0,4
208,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,MAY,3959.0,5
209,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,JUNE,4839.0,6
210,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,JULY,2810.0,7
211,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,AUGUST,3906.0,8
212,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,SEPTEMBER,3223.0,9
213,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,OCTOBER,3314.0,10
214,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,NOVEMBER,3345.0,11
215,Altgeld,955 E. 131st St.,Chicago,60827.0,2023,DECEMBER,2750.0,12
216,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,JANUARY,2809.0,1
217,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,FEBRUARY,3294.0,2
218,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,MARCH,3352.0,3
219,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,APRIL,3812.0,4
220,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,MAY,3786.0,5
221,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,JUNE,4360.0,6
222,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,JULY,5606.0,7
223,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,AUGUST,5900.0,8
224,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,SEPTEMBER,4284.0,9
225,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,OCTOBER,4925.0,10
226,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,NOVEMBER,4480.0,11
227,Altgeld,955 E. 131st St.,Chicago,60827.0,2024,DECEMBER,4463.0,12
228,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,JANUARY,4476.0,1
229,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,FEBRUARY,4004.0,2
230,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,MARCH,4889.0,3
231,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,APRIL,4451.0,4
232,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,MAY,4019.0,5
233,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,JUNE,4549.0,6
234,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,JULY,5105.0,7
235,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,AUGUST,4014.0,8
236,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,SEPTEMBER,3308.0,9
237,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,OCTOBER,4389.0,10
238,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,NOVEMBER,3898.0,11
239,Altgeld,955 E. 131st St.,Chicago,60827.0,2025,DECEMBER,3617.0,12
240,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,JANUARY,9829.0,1
241,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,FEBRUARY,9394.0,2
242,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,MARCH,11342.0,3
243,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,APRIL,11114.0,4
244,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,MAY,9365.0,5
245,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,JUNE,11247.0,6
246,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,JULY,10329.0,7
247,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,AUGUST,11231.0,8
248,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,SEPTEMBER,10373.0,9
249,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,OCTOBER,11364.0,10
250,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,NOVEMBER,10011.0,11
251,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2011,DECEMBER,9054.0,12
252,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,JANUARY,8817.0,1
253,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,FEBRUARY,8466.0,2
254,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,MARCH,9107.0,3
255,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,APRIL,8938.0,4
256,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,MAY,9556.0,5
257,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,JUNE,9046.0,6
258,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,JULY,11715.0,7
259,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,AUGUST,12661.0,8
260,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,SEPTEMBER,10511.0,9
261,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,OCTOBER,11896.0,10
262,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,NOVEMBER,10596.0,11
263,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2012,DECEMBER,8864.0,12
264,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,JANUARY,9744.0,1
265,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,FEBRUARY,7994.0,2
266,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,MARCH,9405.0,3
267,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,APRIL,9712.0,4
268,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,MAY,8054.0,5
269,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,JUNE,8470.0,6
270,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,JULY,10180.0,7
271,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,AUGUST,9768.0,8
272,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,SEPTEMBER,9347.0,9
273,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,OCTOBER,10915.0,10
274,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,NOVEMBER,9448.0,11
275,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2013,DECEMBER,7382.0,12
276,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,JANUARY,6747.0,1
277,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,FEBRUARY,7268.0,2
278,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,MARCH,9446.0,3
279,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,APRIL,9525.0,4
280,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,MAY,8464.0,5
281,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,JUNE,8944.0,6
282,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,JULY,10171.0,7
283,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,AUGUST,8905.0,8
284,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,SEPTEMBER,9638.0,9
285,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,OCTOBER,11239.0,10
286,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,NOVEMBER,8872.0,11
287,Archer Heights,5055 S. Archer Avenue,CHICAGO,60632.0,2014,DECEMBER,7929.0,12
288,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,2020,JANUARY,6620.0,1
289,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,2020,FEBRUARY,5803.0,2
290,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,2020,MARCH,4045.0,3
