"BRANCH","ADDRESS","CITY","ZIP","JANUARY","FEBRUARY","MARCH","APRIL","MAY","JUNE","JULY","AUGUST","SEPTEMBER","OCTOBER","NOVEMBER","DECEMBER","YTD","Location"
"Little Village","2311 S. Kedzie Ave.","Chicago","60623","1,400","1,168","1,547","1,730","1,323","1,634","1,706","1,619","1,710","1,466","1,206","956","17,465","POINT (-87.70518 41.84951)"
"Logan Square","3030 W. Fullerton Ave.","Chicago","60647","10,060","9,199","10,115","9,720","9,007","9,890","10,610","10,297","9,903","9,253","9,643","8,622","116,319","POINT (-87.70341 41.92476)"
"Lozano","1805 S. Loomis St.","Chicago","60608","1,952","2,025","2,542","2,248","2,027","1,909","2,223","2,323","1,955","2,037","2,045","1,716","25,002","POINT (-87.66129 41.85762)"
"Manning","6 S. Hoyne Ave.","Chicago","60612","574","652","1,026","924","1,185","1,063","1,401","1,218","1,080","976","972","798","11,869","POINT (-87.67908 41.88102)"
"Mayfair","4400 W. Lawrence Ave.","Chicago","60630","2,572","2,357","2,641","2,450","2,175","2,778","2,735","2,729","2,599","2,703","2,486","2,337","30,562","POINT (-87.7381 41.96812)"
"McKinley Park","1915 W. 35th St.","Chicago","60609","3,720","3,313","3,982","3,463","3,258","3,232","3,157","3,239","3,007","2,746","2,474","2,290","37,881","POINT (-87.67344 41.83041)"
"Merlo","644 W. Belmont Ave.","Chicago","60657","8,823","8,172","10,186","8,889","8,589","9,293","9,563","9,546","8,775","8,566","8,762","7,572","106,736","POINT (-87.64627 41.94004)"
"Mount Greenwood","11010 S. Kedzie Ave.","Chicago","60655","3,335","2,902","4,072","4,244","3,778","4,642","4,597","4,703","3,490","3,625","3,644","3,024","46,056","POINT (-87.70087 41.69299)"
"Near North","310 W. Division St.","Chicago","60610","7,192","6,226","4,761","0","0","1,704","295","3,514","5,555","6,073","6,155","5,285","46,760","POINT (-87.63663 41.90379)"
"North Austin","5724 W. North Ave.","Chicago","60639","477","552","513","537","497","541","855","572","661","631","468","428","6,732","POINT (-87.76886 41.90933)"
"North Pulaski","4300 W. North Ave.","Chicago","60639","973","782","1,163","1,243","1,033","1,001","950","1,207","1,078","988","1,266","991","12,675","POINT (-87.73404 41.91003)"
"Northtown","6800 N. Western Ave.","Chicago","60645","8,393","7,872","8,881","8,586","7,833","9,470","9,487","9,052","7,637","8,452","7,857","7,668","101,188","POINT (-87.69009 42.00516)"
"Oriole Park","7454 W. Balmoral Ave.","Chicago","60656","4,632","4,346","5,200","5,444","4,729","5,544","5,958","5,655","5,294","4,733","5,215","4,241","60,991","POINT (-87.81334 41.97801)"
"Patron Initiated renewals (automated phone)",,,,"890","708","809","615","799","894","676","625","523","744","761","536","8,580","POINT (-89.64361 39.8013)"
"Patron Initiated renewals (online)",,,,"27,720","24,876","28,575","27,575","26,586","26,199","27,755","26,793","24,572","26,169","26,115","27,604","320,539","POINT (-89.64361 39.8013)"
"Portage-Cragin","5108 W. Belmont Ave.","Chicago","60641","3,109","3,247","3,960","3,581","3,264","3,588","3,750","3,966","3,318","3,273","3,330","3,145","41,531","POINT (-87.7547 41.93873)"
"Pullman","11001 S. Indiana Ave.","Chicago","60628","282","214","390","325","265","331","457","363","350","408","377","356","4,118","POINT (-87.61829 41.69437)"
"Roden","6083 N. Northwest Hwy.","Chicago","60631","4,382","3,717","5,336","4,931","4,018","4,915","5,395","5,214","4,367","4,719","4,614","4,006","55,614","POINT (-87.79832 41.99194)"
"Rogers Park","6907 N. Clark St.","Chicago","60626","6,702","5,608","7,066","6,847","6,317","6,832","6,950","6,638","6,443","6,142","6,095","5,948","77,588","POINT (-87.67341 42.00669)"
"Scottsdale","4101 W. 79th St.","Chicago","60652","1,298","1,072","1,629","1,465","1,151","1,326","1,476","1,250","1,089","1,246","1,178","971","15,151","POINT (-87.7246 41.7494)"
"Sherman Park","5440 S. Racine Ave.","Chicago","60609","119","196","224","235","245","197","320","260","301","237","261","262","2,857","POINT (-87.65489 41.79485)"
"South Chicago","9055 S. Houston Ave.","Chicago","60617","496","528","739","775","587","804","720","883","681","697","799","615","8,324","POINT (-87.54984 41.73037)"
"South Shore","2505 E. 73rd St.","Chicago","60649","836","806","950","953","859","867","927","1,035","747","970","863","834","10,647","POINT (-87.56397 41.76264)"
"Sulzer Regional Library","4455 N. Lincoln Ave.","Chicago","60625","25,207","25,276","29,870","25,578","23,141","25,830","26,692","26,071","24,423","23,921","24,073","21,258","301,340","POINT (-87.68467 41.96267)"
"Talking Book and Braille downloadable",,,,"2,337","2,228","2,984","2,895","2,306","2,342","2,134","2,036","1,863","2,113","2,377","2,171","27,786","POINT (-89.64361 39.8013)"
"Thurgood Marshall","7506 S. Racine Ave.","Chicago","60620","786","565","755","779","666","731","893","921","900","735","570","619","8,920","POINT (-87.65391 41.75738)"
"Toman","2708 S. Pulaski Rd.","Chicago","60623","1,737","1,666","2,229","2,209","1,824","1,808","1,789","2,389","2,178","2,388","2,063","1,455","23,735","POINT (-87.72449 41.84206)"
"Uptown","929 W. Buena Ave.","Chicago","60613","5,798","4,934","6,186","4,648","0","1,351","5,432","5,789","5,401","5,119","5,124","4,925","54,707","POINT (-87.65422 41.95843)"
"Vodak-East Side","3710 E. 106th St.","Chicago","60617","1,472","1,214","1,611","1,465","1,271","1,423","1,903","2,191","2,381","1,879","1,614","1,469","19,893","POINT (-87.53351 41.70274)"
"Walker","11071 S. Hoyne Ave.","Chicago","60643","979","939","1,709","2,123","1,403","1,551","1,366","1,131","1,295","1,258","1,164","1,084","16,002","POINT (-87.67413 41.69221)"
"Water Works","163 E. Pearson Street","Chicago","60611","2,506","2,130","2,934","3,719","3,810","3,914","4,136","3,739","2,926","2,869","2,801","2,826","38,310","POINT (-87.62308 41.89759)"
"West Belmont","3104 N. Narragansett Ave.","Chicago","60634","2,996","2,710","3,272","2,979","2,403","3,115","3,489","3,309","2,879","3,210","3,199","2,353","35,914","POINT (-87.78589 41.93685)"
"West Chicago Avenue","4856 W. Chicago Ave.","Chicago","60651","230","262","284","283","188","263","502","524","515","510","516","532","4,609","POINT (-87.74769 41.8953)"
"West Englewood","1745 W. 63rd St.","Chicago","60636","365","379","458","525","358","380","513","414","270","289","355","270","4,576","POINT (-87.66852 41.77939)"
"West Lawn","4020 W. 63rd St.","Chicago","60629","548","1,123","1,787","2,033","1,592","1,960","2,063","1,829","2,172","1,951","1,751","1,416","20,225","POINT (-87.72384 41.77866)"
"West Loop","122 N. Aberdeen St.","Chicago","60607","4,213","3,663","4,790","4,557","4,200","4,236","4,560","4,655","4,769","4,507","4,585","3,953","52,688","POINT (-87.65441 41.88377)"
"West Pullman","830 W. 119th St.","Chicago","60643","592","700","686","817","641","750","732","720","900","761","577","578","8,454","POINT (-87.64311 41.6778)"
"West Town","1625 W. Chicago Ave.","Chicago","60622","4,375","3,887","4,775","4,450","4,199","4,959","4,901","4,700","4,107","4,546","4,642","3,918","53,459","POINT (-87.66849 41.8956)"
"Whitney M. Young, Jr.","415 East 79th St.","Chicago","60619","674","579","772","651","619","648","835","713","660","703","602","585","8,041","POINT (-87.61425 41.75111)"
"Woodson Regional Library","9525 S. Halsted St.","Chicago","60628","1,891","1,810","2,255","2,429","2,264","2,207","2,150","1,960","2,021","2,257","1,970","1,788","25,002","POINT (-87.64312 41.72056)"
"Wrightwood-Ashburn","8530 S. Kedzie Ave.","Chicago","60652","744","581","816","1,114","689","819","482","860","766","733","671","575","8,850","POINT (-87.70209 41.73837)"
