"BRANCH","ADDRESS","CITY","ZIP","JANUARY","FEBRUARY","MARCH","APRIL","MAY","JUNE","JULY","AUGUST","SEPTEMBER","OCTOBER","NOVEMBER","DECEMBER","YTD","Location"
"Chicago Bee","3647 S. State St.","Chicago","60609","839","806","1,021","753","754","742","573","733","747","721","567","652","8,908","POINT (-87.62649 41.82815)"
"Chicago Lawn","6120 S. Kedzie Ave.","Chicago","60629","1,440","926","1,422","1,169","980","1,489","1,290","1,272","1,284","1,351","1,133","1,041","14,797","POINT (-87.70321 41.78186)"
"Chinatown","2100 S. Wentworth Ave.","Chicago","60616","4,299","3,882","4,704","4,587","3,650","4,443","4,068","4,014","3,983","3,915","3,780","3,475","48,800","POINT (-87.63181 41.85419)"
"Clearing","6423 W. 63rd Pl.","Chicago","60638","1,999","1,900","2,101","2,192","1,708","2,070","1,889","1,631","1,548","1,882","1,612","1,562","22,094","POINT (-87.7822 41.77659)"
"Coleman","731 E. 63rd St.","Chicago","60637","944","861","1,094","1,028","905","853","1,190","1,348","1,080","1,031","850","686","11,870","POINT (-87.60662 41.78014)"
"Daley, Richard J.- Bridgeport","3400 S. Halsted St.","Chicago","60608","3,282","3,239","3,920","3,446","3,175","3,652","3,681","3,684","3,467","3,228","3,351","3,228","41,353","POINT (-87.64615 41.83257)"
"Daley, Richard M.- W Humboldt","733 N. Kedzie Ave.","Chicago","60612","1,294","1,006","1,346","1,169","939","947","1,065","1,154","1,114","1,065","938","989","13,026","POINT (-87.70618 41.89509)"
"Douglass","3353 W. 13th St.","Chicago","60623","350","323","460","133","152","380","401","749","719","754","753","605","5,779","POINT (-87.70967 41.86454)"
"Downloadable Media",,,,"269,917","240,334","263,908","254,550","266,363","266,675","285,247","291,158","286,612","327,608","332,325","348,864","3,433,561",
"Dunning","7455 W. Cornelia Ave.","Chicago","60634","3,775","3,254","3,792","3,679","3,227","4,257","3,779","4,148","3,595","3,555","3,214","3,053","43,328","POINT (-87.81368 41.94307)"
"Edgebrook","5331 W. Devon Ave.","Chicago","60646","6,680","5,868","6,938","5,944","5,587","7,447","6,757","6,743","6,033","5,543","5,815","5,471","74,826","POINT (-87.76197 41.99727)"
"Edgewater","6000 N. Broadway St.","Chicago","60660","10,867","10,097","11,720","9,451","9,460","10,846","10,686","10,923","9,881","9,641","9,807","10,690","124,069","POINT (-87.66057 41.9913)"
"Gage Park","2807 W. 55th St.","Chicago","60632","753","692","858","690","580","775","737","732","945","886","829","533","9,010","POINT (-87.69418 41.79369)"
"Galewood-Mont Clare","6871 W. Belden Ave.","Chicago","60707","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-87.79733 41.92115)"
"Garfield Ridge","6348 S. Archer Ave.","Chicago","60638","3,182","2,874","3,876","3,096","2,686","3,904","3,341","3,105","2,752","2,848","2,897","2,260","36,821","POINT (-87.78009 41.79282)"
"Greater Grand Crossing","1000 E. 73rd St.","Chicago","60619","516","369","460","372","338","524","360","360","574","516","451","435","5,275","POINT (-87.60041 41.76229)"
"Hall","4801 S. Michigan Ave.","Chicago","60615","626","562","907","850","594","724","774","854","36","753","593","553","7,826","POINT (-87.6228 41.8073)"
"Harold Washington Library Center","400 S. State Street","Chicago","60605","24,096","21,200","24,716","22,060","20,355","22,459","23,194","23,651","21,524","22,030","21,598","18,942","265,825","POINT (-87.62763 41.87633)"
"Hegewisch","3048 E. 130th St.","Chicago","60633","913","843","969","950","908","990","1,213","1,063","888","971","836","809","11,353","POINT (-87.54911 41.65943)"
"Humboldt Park","1605 N. Troy St.","Chicago","60647","3,690","3,457","3,990","3,814","3,388","4,130","3,799","3,845","3,772","3,700","3,143","3,305","44,033","POINT (-87.70531 41.91073)"
"Independence","4024 N. Elston Ave.","Chicago","60618","6,927","6,151","7,620","6,680","5,764","6,927","6,813","6,235","6,158","6,544","6,240","5,960","78,019","POINT (-87.72009 41.95432)"
"Jefferson Park","5363 W. Lawrence Ave.","Chicago","60630","5,079","5,029","6,075","4,961","4,430","5,393","5,122","7,254","6,107","5,761","5,053","4,551","64,815","POINT (-87.76197 41.96763)"
"Jeffery Manor","2401 E. 100th St.","Chicago","60617","384","271","593","449","440","489","402","549","522","450","414","393","5,356","POINT (-87.56556 41.71352)"
"Kelly","6151 S. Normal Blvd.","Chicago","60621","370","285","258","318","302","272","312","315","349","487","350","250","3,868","POINT (-87.63725 41.7822)"
"King","3436 S. King Dr.","Chicago","60616","1,091","1,052","1,078","955","911","823","1,022","1,045","968","893","822","802","11,462","POINT (-87.61732 41.83198)"
"Legler Regional","115 S. Pulaski Rd.","Chicago","60624","616","530","800","722","633","701","61","0","10","32","62","1","4,168","POINT (-87.72561 41.87932)"
"Lincoln Belmont","1659 W. Melrose St.","Chicago","60657","10,818","9,944","11,975","9,834","9,715","11,591","11,164","11,430","10,557","10,375","10,358","9,026","126,787","POINT (-87.67092 41.94056)"
"Lincoln Park","1150 W. Fullerton Ave.","Chicago","60614","11,534","10,578","12,793","10,922","9,982","11,550","11,136","11,967","10,762","11,144","10,540","9,886","132,794","POINT (-87.65789 41.92559)"
"Little Italy","1336 W. Taylor St.","Chicago","60607","4,132","3,405","4,161","3,600","3,329","3,890","3,397","3,565","3,201","3,028","3,139","3,015","41,862","POINT (-87.66059 41.86937)"
"Little Village","2311 S. Kedzie Ave.","Chicago","60623","1,427","1,351","1,769","1,120","1,245","1,298","1,541","1,336","1,385","1,381","1,250","1,282","16,385","POINT (-87.70518 41.84951)"
"Logan Square","3030 W. Fullerton Ave.","Chicago","60647","10,273","9,099","10,958","9,517","8,716","10,500","10,618","10,974","9,451","10,246","9,279","8,944","118,575","POINT (-87.70341 41.92476)"
"Lozano","1805 S. Loomis St.","Chicago","60608","2,246","2,241","2,760","2,163","1,994","2,322","1,975","2,063","2,091","1,944","2,032","1,949","25,780","POINT (-87.66129 41.85762)"
"Manning","6 S. Hoyne Ave.","Chicago","60612","1,132","1,067","1,250","1,200","1,193","1,131","1,111","1,099","1,086","943","987","1,081","13,280","POINT (-87.67957 41.88081)"
"Mayfair","4400 W. Lawrence Ave.","Chicago","60630","2,433","2,421","3,050","2,494","2,556","2,905","2,935","2,673","2,760","2,458","2,532","2,401","31,618","POINT (-87.7381 41.96812)"
"McKinley Park","1915 W. 35th St.","Chicago","60609","2,620","2,626","3,697","2,742","2,404","3,168","2,568","2,954","2,809","2,901","2,802","2,423","33,714","POINT (-87.67344 41.83041)"
"Merlo","644 W. Belmont Ave.","Chicago","60657","9,580","8,280","9,868","8,925","8,544","8,945","8,628","8,843","8,544","7,745","8,060","7,907","103,869","POINT (-87.64627 41.94004)"
"Mount Greenwood","11010 S. Kedzie Ave.","Chicago","60655","3,760","395","1,899","3,376","3,099","4,801","4,039","3,586","3,499","3,439","3,043","3,346","38,282","POINT (-87.70121 41.69282)"
"Near North","310 W. Division St.","Chicago","60610","6,316","5,969","6,944","6,227","6,073","7,317","6,965","7,002","6,622","6,218","6,345","6,263","78,261","POINT (-87.63663 41.90379)"
"North Austin","5724 W. North Ave.","Chicago","60639","482","501","562","541","421","513","527","510","607","616","489","452","6,221","POINT (-87.76886 41.90933)"
"North Pulaski","4300 W. North Ave.","Chicago","60639","1,316","1,027","1,389","1,184","1,051","1,302","1,275","1,343","1,391","1,218","1,262","1,288","15,046","POINT (-87.73404 41.91003)"
"Northtown","6800 N. Western Ave.","Chicago","60645","7,701","7,093","8,196","7,051","7,535","9,028","8,533","7,980","7,626","7,407","7,986","7,246","93,382","POINT (-87.69033 42.00503)"
"Oriole Park","7454 W. Balmoral Ave.","Chicago","60656","4,964","4,765","5,691","4,602","4,337","5,421","4,954","5,196","4,713","4,627","4,439","4,359","58,068","POINT (-87.81387 41.978)"
"Patron Initiated renewals (automated phone)",,,,"474","338","495","559","285","655","625","703","661","706","542","603","6,646",
"Patron Initiated renewals (online)",,,,"27,476","25,759","27,661","26,193","28,212","25,495","26,167","26,667","34,076","27,064","25,291","27,518","327,579",
"Portage-Cragin","5108 W. Belmont Ave.","Chicago","60641","3,844","3,380","4,028","3,784","3,374","3,845","3,310","3,855","3,881","3,457","2,829","2,823","42,410","POINT (-87.7547 41.93873)"
"Pullman","11001 S. Indiana Ave.","Chicago","60628","411","332","431","349","427","429","484","393","325","421","444","301","4,747","POINT (-87.61829 41.69437)"
"Roden","6083 N. Northwest Hwy.","Chicago","60631","4,708","4,607","5,773","4,692","4,322","5,115","5,421","4,802","4,270","4,284","4,079","4,105","56,178","POINT (-87.79832 41.99194)"
"Rogers Park","6907 N. Clark St.","Chicago","60626","6,712","5,916","7,649","6,366","6,643","7,258","7,070","7,283","6,661","6,040","2,506","4,305","74,409","POINT (-87.67341 42.00669)"
"Scottsdale","4101 W. 79th St.","Chicago","60652","1,268","1,123","1,299","1,151","1,044","1,397","1,143","1,018","822","1,163","835","943","13,206","POINT (-87.7246 41.7494)"
"Sherman Park","5440 S. Racine Ave.","Chicago","60609","290","282","310","330","241","346","259","301","309","240","292","240","3,440","POINT (-87.65489 41.79485)"
"South Chicago","9055 S. Houston Ave.","Chicago","60617","732","828","814","718","570","877","837","733","709","648","463","679","8,608","POINT (-87.54984 41.73037)"
"South Shore","2505 E. 73rd St.","Chicago","60649","856","778","919","885","771","1,016","948","1,095","881","1,003","967","913","11,032","POINT (-87.56373 41.76264)"
"Sulzer Regional Library","4455 N. Lincoln Ave.","Chicago","60625","25,585","24,380","27,417","24,938","22,945","27,142","26,196","26,168","24,437","25,663","24,505","24,040","303,416","POINT (-87.68467 41.96267)"
"Talking Book and Braille downloadable",,,,"2,903","2,567","2,649","2,786","3,176","3,098","3,346","3,534","3,218","4,017","3,697","4,488","39,479",
"Thurgood Marshall","7506 S. Racine Ave.","Chicago","60620","569","768","681","650","650","723","580","668","574","667","646","501","7,677","POINT (-87.65437 41.75711)"
"Toman","2708 S. Pulaski Rd.","Chicago","60623","1,955","1,687","2,037","1,922","2,002","1,778","1,354","1,645","2,080","2,149","1,836","1,387","21,832","POINT (-87.72483 41.84181)"
"Uptown","929 W. Buena Ave.","Chicago","60613","5,335","5,244","6,125","5,591","5,606","6,306","5,810","6,417","5,543","5,717","5,499","5,501","68,694","POINT (-87.65422 41.95843)"
"Vodak-East Side","3710 E. 106th St.","Chicago","60617","1,488","1,852","1,985","1,879","1,545","1,725","1,991","1,699","1,459","1,643","1,400","1,404","20,070","POINT (-87.53348 41.703)"
"Walker","11071 S. Hoyne Ave.","Chicago","60643","1,198","2,126","2,270","1,637","1,010","1,565","1,260","1,405","1,016","1,163","1,220","1,051","16,921","POINT (-87.67412 41.6922)"
"Water Works","163 E. Pearson Street","Chicago","60611","3,019","2,690","3,329","2,950","3,065","2,996","2,837","3,229","2,809","2,867","2,558","2,886","35,235","POINT (-87.62307 41.89759)"
"West Belmont","3104 N. Narragansett Ave.","Chicago","60634","3,168","2,993","3,190","2,826","2,748","3,307","2,976","3,722","3,803","3,329","3,081","2,705","37,848","POINT (-87.78589 41.93685)"
"West Chicago Avenue","4856 W. Chicago Ave.","Chicago","60651","657","500","572","468","459","427","424","467","565","638","436","468","6,081","POINT (-87.74769 41.8953)"
"West Englewood","1745 W. 63rd St.","Chicago","60636","317","299","437","412","394","516","342","338","350","81","69","235","3,790","POINT (-87.66852 41.77939)"
"West Lawn","4020 W. 63rd St.","Chicago","60629","1,649","1,448","2,135","2,070","1,865","2,038","1,992","1,849","1,861","1,622","1,602","1,540","21,671","POINT (-87.72384 41.77866)"
"West Loop","122 N. Aberdeen St.","Chicago","60607","4,975","4,284","4,976","4,502","3,852","4,632","4,514","4,737","3,915","4,423","4,023","4,053","52,886","POINT (-87.65477 41.88387)"
"West Pullman","830 W. 119th St.","Chicago","60643","845","783","851","846","615","769","671","690","755","593","503","564","8,485","POINT (-87.64311 41.6778)"
"West Town","1625 W. Chicago Ave.","Chicago","60622","4,932","4,197","5,318","4,438","4,083","5,162","4,646","5,137","4,210","4,730","4,516","4,190","55,559","POINT (-87.66849 41.8956)"
"Whitney M. Young, Jr.","415 East 79th St.","Chicago","60619","704","654","876","834","669","783","800","916","547","730","623","601","8,737","POINT (-87.61425 41.75111)"
"Woodson Regional Library","9525 S. Halsted St.","Chicago","60628","2,027","2,217","2,270","1,966","1,666","2,054","2,184","1,903","2,202","2,273","1,930","1,758","24,450","POINT (-87.64285 41.72048)"
"Wrightwood-Ashburn","8530 S. Kedzie Ave.","Chicago","60652","658","683","834","1,038","759","769","905","758","655","623","627","654","8,963","POINT (-87.70227 41.73742)"
