"BRANCH","ADDRESS","CITY","ZIP","JANUARY","FEBRUARY","MARCH","APRIL","MAY","JUNE","JULY","AUGUST","SEPTEMBER","OCTOBER","NOVEMBER","DECEMBER","YTD"
"Gage Park ","2807 W. 55th Street","CHICAGO","60632","4,986","5,003","5,136","4,440","3,891","4,917","4,553","5,580","5,180","5,657","7,141","3,978","60,462"
"Galewood-Mont Clare ","6871 W. Belden Avenue","CHICAGO","60707","478","409","567","947","562","1,003","1,119","935","600","604","550","691","8,465"
"Garfield Ridge*","6348 S. Archer Avenue","CHICAGO","60638","6,237","7,007","7,717","6,837","6,433","9,017","8,876","7,339","6,768","8,295","7,498","5,952","87,976"
"Greater Grand Crossing*","1000 East 73rd Street","CHICAGO","60619","6,724","7,235","6,948","6,843","6,336","7,914","9,251","10,347","9,957","9,708","8,120","7,719","97,102"
"Hall ","4801 S. Michigan Avenue","CHICAGO","60615","5,425","5,307","6,021","6,168","5,812","6,698","6,794","6,660","6,714","7,553","6,231","4,967","74,350"
"Harold Washington Library Center*","400 S. State Street","CHICAGO","60605","135,757","131,038","165,085","144,578","131,677","139,227","147,437","152,896","139,302","153,225","139,675","119,995","1,699,892"
"Hegewisch*","3048 E. 130th Street","CHICAGO","60633","4,641","5,109","5,422","5,093","4,479","5,640","5,161","4,918","4,793","6,203","4,888","4,186","60,533"
"Humboldt Park*","1605 N. Troy Street","CHICAGO","60647","9,107","8,964","6,491","0","0","0","0","0","0","0","0","0","24,562"
"Independence ","3548 W. Irving Park Road","CHICAGO","60618","6,915","7,861","9,136","7,837","7,416","8,326","8,539","8,116","7,745","10,766","10,778","6,890","100,325"
"Jefferson Park ","5363 W. Lawrence Avenue","CHICAGO","60630","8,312","8,983","9,880","9,664","9,186","10,481","10,808","11,509","10,149","9,984","6,811","5,547","111,314"
"Jeffery Manor*","2401 E. 100th Street","CHICAGO","60617","5,369","5,098","5,636","5,158","5,332","5,234","5,453","5,998","6,152","11,280","8,310","7,162","76,182"
"Kelly*","6151 S. Normal Boulevard","CHICAGO","60621","4,331","4,471","4,640","4,528","4,427","4,977","5,346","4,650","4,529","6,932","6,096","5,054","59,981"
"King","3436 S. King Drive","CHICAGO","60616","5,933","6,989","7,641","6,472","7,144","7,879","6,755","7,590","8,037","8,733","7,737","5,965","86,875"
"Legler ","115 S. Pulaski Road","CHICAGO","60624","8,755","8,960","9,407","8,584","8,551","7,904","8,613","11,977","10,708","11,925","9,614","8,543","113,541"
"Lincoln Belmont*","1659 W. Melrose Street","CHICAGO","60657","11,534","13,954","16,362","13,268","15,426","17,317","15,605","16,013","14,299","15,977","15,003","12,929","177,687"
"Lincoln Park ","1150 W. Fullerton Avenue","CHICAGO","60614","9,571","11,439","14,392","10,688","10,322","11,648","12,000","10,217","10,072","18,962","15,954","10,846","146,111"
"Little Village*","2311 S. Kedzie Avenue","CHICAGO","60623","13,534","12,646","13,741","12,729","12,740","13,949","13,042","14,398","15,995","14,538","12,825","12,334","162,471"
"Logan Square*","3030 W. Fullerton Avenue","CHICAGO","60647","13,479","13,710","15,183","15,580","14,201","14,782","16,752","17,710","16,394","16,978","14,311","12,811","181,891"
"Lozano","1805 S. Loomis Street","CHICAGO","60608","13,190","13,228","15,742","13,619","13,159","14,278","15,126","16,156","15,017","17,091","15,840","13,407","175,853"
"Manning*","6 S. Hoyne Avenue","CHICAGO","60612","7,227","7,782","8,185","7,605","7,016","7,363","8,180","8,305","8,514","9,668","8,162","7,941","95,948"
"Mayfair  ","4400 W. Lawrence Avenue","CHICAGO","60630","4,900","5,126","6,029","6,117","5,789","5,936","5,936","6,101","5,995","7,108","6,508","5,663","71,208"
"McKinley Park*","1915 W. 35th Street","CHICAGO","60609","8,954","9,800","10,808","9,793","9,234","9,752","9,600","11,381","10,851","11,716","9,700","8,729","120,318"
"Merlo","644 W. Belmont Avenue","CHICAGO","60657","10,575","9,210","11,967","9,184","9,717","10,282","10,106","10,800","9,570","14,892","12,038","8,248","126,589"
"Mount Greenwood*","11010 S. Kedzie Avenue","CHICAGO","60655","6,590","7,164","7,650","7,535","6,585","8,424","8,352","7,949","7,081","8,584","7,270","6,588","89,772"
"Near North*","310 W. Division Street","CHICAGO","60610","11,702","12,097","12,956","13,061","12,832","13,935","14,623","14,995","13,517","14,773","12,978","11,889","159,358"
"North Austin  ","5724 W. North Avenue","CHICAGO","60639","6,072","6,056","6,115","6,222","5,652","6,183","7,722","8,295","7,331","8,273","6,940","6,958","81,819"
"North Pulaski  ","4300 W. North Avenue","CHICAGO","60639","5,138","5,699","6,914","7,591","6,501","8,286","8,365","8,467","7,673","7,825","6,987","6,057","85,503"
"Northtown ","6435 N. California Avenue","CHICAGO","60645","10,013","10,539","12,737","11,345","11,355","12,619","14,615","13,426","12,125","13,637","13,258","11,544","147,213"
"Oriole Park*","7454 W. Balmoral Avenue","CHICAGO","60656","8,457","9,097","8,326","8,734","8,210","10,544","10,862","9,124","8,585","9,585","8,216","7,214","106,954"
"Portage-Cragin ","5108 W. Belmont Avenue","CHICAGO","60641","7,670","8,209","9,726","8,753","7,559","7,861","8,566","9,146","9,240","11,346","8,466","5,294","101,836"
"Pullman ","11001 S. Indiana Avenue","CHICAGO","60628","5,704","5,522","6,055","6,415","6,709","6,433","7,612","7,938","7,344","8,065","6,967","5,789","80,553"
"Roden","6083 N. Northwest Highway","CHICAGO","60631","4,281","6,005","7,413","6,903","9,002","9,142","9,195","9,674","8,747","13,529","11,343","9,010","104,244"
"Rogers Park ","6907 N. Clark Street","CHICAGO","60626","15,662","16,659","19,581","17,901","16,152","20,621","21,050","20,974","19,569","20,580","19,046","17,187","224,982"
"Roosevelt*","1101 W. Taylor Street","CHICAGO","60607","8,723","9,479","9,789","11,417","9,807","10,494","10,243","9,616","9,245","9,686","8,765","7,972","115,236"
"Scottsdale  ","4101 W. 79th Street","CHICAGO","60652","5,911","6,279","6,918","6,390","6,445","7,144","7,601","7,507","6,853","8,031","6,888","5,551","81,518"
"Sherman Park ","5440 S. Racine Avenue","CHICAGO","60609","5,676","5,474","5,721","5,388","5,387","5,389","5,270","5,840","5,190","5,912","5,660","5,640","66,547"
"South Chicago ","9055 S. Houston Avenue","CHICAGO","60617","8,106","7,928","8,364","8,471","8,948","9,391","10,128","10,355","10,620","11,553","8,924","7,730","110,518"
"South Shore  ","2505 E. 73rd Street","CHICAGO","60649","7,198","7,084","8,194","8,008","7,920","7,408","9,379","10,254","9,444","9,541","9,813","7,206","101,449"
"Sulzer Regional*","4455 N. Lincoln Avenue","CHICAGO","60625","41,641","40,533","56,570","45,493","43,481","48,241","53,116","47,782","45,450","45,140","45,750","41,445","554,642"
"Thurgood Marshall*","7506 S. Racine Avenue","CHICAGO","60620","11,923","12,001","11,580","12,446","9,877","11,758","12,715","14,095","13,215","15,579","13,439","12,597","151,225"
"Toman* ","2708 S. Pulaski Road","CHICAGO","60623","8,155","8,166","8,972","8,871","7,635","8,635","10,129","9,493","11,444","8,809","8,199","6,267","104,775"
"Uptown*","929 W. Buena Avenue","CHICAGO","60613","10,794","11,412","13,002","11,629","11,975","12,179","12,968","13,239","12,977","14,902","12,935","11,736","149,748"
"Vodak-East Side*","3710 E. 106th Street","CHICAGO","60617","8,246","8,194","8,062","7,932","7,811","7,875","8,994","8,662","8,859","10,599","8,969","7,236","101,439"
"Walker ","11071 S. Hoyne Avenue","CHICAGO","60643","4,677","4,905","5,256","4,952","5,120","5,021","5,457","5,605","5,389","6,032","7,646","4,193","64,253"
"West Belmont ","3104 N. Narragansett Avenue","CHICAGO","60634","9,247","10,030","9,712","10,499","10,232","10,027","11,051","10,542","10,582","14,479","12,798","8,519","127,718"
"West Chicago Avenue*","4856 W. Chicago Avenue","CHICAGO","60651","3,169","3,221","3,786","3,452","3,196","3,392","3,863","4,386","8,837","12,092","9,081","7,769","66,244"
"West Englewood*","1745 W. 63rd Street","CHICAGO","60636","6,932","6,476","8,270","10,710","9,900","5,770","5,470","7,205","6,362","11,523","5,720","7,363","91,701"
"West Lawn ","4020 W. 63rd Street","CHICAGO","60629","8,212","8,264","9,423","9,014","7,946","8,760","9,718","9,594","9,229","11,167","9,830","7,118","108,275"
"West Pullman*","830 W. 119th Street","CHICAGO","60643","7,159","6,255","6,406","6,874","6,246","7,164","7,607","8,291","8,548","15,055","11,054","6,399","97,058"
"West Town","1625 W. Chicago Avenue","CHICAGO","60622","10,295","10,890","11,789","11,030","10,856","11,567","12,286","12,724","12,637","13,998","12,227","10,548","140,847"
"Whitney M. Young, Jr. ","7901 S. King Drive","CHICAGO","60619","5,745","8,257","9,688","9,529","8,638","10,552","9,729","10,262","9,880","18,779","14,319","9,113","124,491"
"Woodson Regional","9525 S. Halsted Street","CHICAGO","60628","26,243","27,748","30,209","33,931","35,908","35,927","36,890","43,966","50,115","60,290","66,763","68,054","516,044"
"Wrightwood-Ashburn*","8530 S. Kedzie Avenue","CHICAGO","60652","8,372","5,988","6,806","6,346","6,540","7,417","8,137","8,045","6,986","7,950","6,857","6,076","85,520"
