BRANCH,YEAR,VISITORS,CIRCULATION,COMPUTER SESSIONS,LAT,LON
Bucktown-Wicker Park,2023,54095.0,98331.0,9702.0,41.91235487836141,-87.68029967133904
Bucktown-Wicker Park,2024,68328.0,104798.0,10983.0,41.91235487836141,-87.68029967133904
Bucktown-Wicker Park,2025,155365.0,113140.0,13308.0,41.91235487836141,-87.68029967133904
Budlong Woods,2020,64341.0,55627.0,6294.0,41.98369797603738,-87.69631576617253
Budlong Woods,2021,70683.0,69886.0,8152.0,41.98369797603738,-87.69631576617253
Budlong Woods,2022,79981.0,72049.0,10037.0,41.98369797603738,-87.69631576617253
Budlong Woods,2023,57260.0,72509.0,12437.0,41.98369797603738,-87.69631576617253
Budlong Woods,2024,58565.0,71081.0,12130.0,41.98369797603738,-87.69631576617253
Budlong Woods,2025,91823.0,72201.0,15040.0,41.98369797603738,-87.69631576617253
Canaryville,2020,6403.0,4120.0,1042.0,41.81634394084193,-87.64256827550598
Canaryville,2021,7911.0,4887.0,1254.0,41.81634394084193,-87.64256827550598
Canaryville,2022,10960.0,8998.0,2169.0,41.81634394084193,-87.64256827550598
Canaryville,2023,17932.0,10366.0,3424.0,41.81634394084193,-87.64256827550598
Canaryville,2024,25075.0,10165.0,3456.0,41.81634394084193,-87.64256827550598
Canaryville,2025,21934.0,11359.0,3599.0,41.81634394084193,-87.64256827550598
Chicago Bee,2020,9673.0,6035.0,4333.0,41.82824306445502,-87.6263495444489
Chicago Bee,2021,10188.0,7891.0,4898.0,41.82824306445502,-87.6263495444489
Chicago Bee,2022,11562.0,9095.0,7447.0,41.82824306445502,-87.6263495444489
Chicago Bee,2023,15422.0,8908.0,6892.0,41.82824306445502,-87.6263495444489
Chicago Bee,2024,23360.0,8687.0,7135.0,41.82824306445502,-87.6263495444489
Chicago Bee,2025,45283.0,8621.0,7964.0,41.82824306445502,-87.6263495444489
Chicago Lawn,2020,31619.0,15080.0,6340.0,41.7819767986214,-87.7033680880769
Chicago Lawn,2021,42869.0,17555.0,9128.0,41.7819767986214,-87.7033680880769
Chicago Lawn,2022,47077.0,16433.0,11345.0,41.7819767986214,-87.7033680880769
Chicago Lawn,2023,50647.0,14797.0,11945.0,41.7819767986214,-87.7033680880769
Chicago Lawn,2024,59288.0,12267.0,11271.0,41.7819767986214,-87.7033680880769
Chicago Lawn,2025,55240.0,13087.0,13152.0,41.7819767986214,-87.7033680880769
Chinatown,2020,68972.0,40334.0,9458.0,41.85412074173438,-87.63195792246246
Chinatown,2021,93783.0,54354.0,11471.0,41.85412074173438,-87.63195792246246
Chinatown,2022,144767.0,58539.0,16629.0,41.85412074173438,-87.63195792246246
Chinatown,2023,192705.0,48800.0,21829.0,41.85412074173438,-87.63195792246246
Chinatown,2024,139766.0,32810.0,15055.0,41.85412074173438,-87.63195792246246
Chinatown,2025,215213.0,45319.0,20601.0,41.85412074173438,-87.63195792246246
Clearing,2020,30288.0,16952.0,3613.0,41.776652677565934,-87.78218757614671
Clearing,2021,10677.0,20184.0,4575.0,41.776652677565934,-87.78218757614671
Clearing,2022,15574.0,21980.0,6125.0,41.776652677565934,-87.78218757614671
Clearing,2023,17035.0,22094.0,5994.0,41.776652677565934,-87.78218757614671
Clearing,2024,34569.0,21362.0,5993.0,41.776652677565934,-87.78218757614671
Clearing,2025,43792.0,21127.0,6625.0,41.776652677565934,-87.78218757614671
Coleman,2020,40137.0,10777.0,11006.0,41.78028267185317,-87.60712228979007
Coleman,2021,36281.0,11157.0,11371.0,41.78028267185317,-87.60712228979007
Coleman,2022,42328.0,11059.0,15045.0,41.78028267185317,-87.60712228979007
Coleman,2023,31219.0,11870.0,15474.0,41.78028267185317,-87.60712228979007
Coleman,2024,55018.0,11415.0,15923.0,41.78028267185317,-87.60712228979007
Coleman,2025,72175.0,11555.0,18606.0,41.78028267185317,-87.60712228979007
"Daley, Richard J. -Bridgeport",2020,26070.0,,5643.0,41.8327976771251,-87.64629980794813
"Daley, Richard J. -Bridgeport",2021,23096.0,,3947.0,41.8327976771251,-87.64629980794813
"Daley, Richard J. -Bridgeport",2022,17966.0,,5411.0,41.8327976771251,-87.64629980794813
"Daley, Richard J. -Bridgeport",2023,53607.0,,11282.0,41.8327976771251,-87.64629980794813
"Daley, Richard J. -Bridgeport",2024,71422.0,,12723.0,41.8327976771251,-87.64629980794813
"Daley, Richard J. -Bridgeport",2025,75470.0,,13428.0,41.8327976771251,-87.64629980794813
"Daley, Richard J. -Bridgeport",2020,,37045.0,,41.8327976771251,-87.64629980794813
"Daley, Richard J. -Bridgeport",2021,,26402.0,,41.8327976771251,-87.64629980794813
"Daley, Richard J. -Bridgeport",2022,,25307.0,,41.8327976771251,-87.64629980794813
"Daley, Richard J. -Bridgeport",2023,,41353.0,,41.8327976771251,-87.64629980794813
"Daley, Richard J. -Bridgeport",2024,,43481.0,,41.8327976771251,-87.64629980794813
"Daley, Richard J. -Bridgeport",2025,,43212.0,,41.8327976771251,-87.64629980794813
"Daley, Richard M. -W. Humboldt",2020,72402.0,,12183.0,41.894726658545295,-87.7063841773407
"Daley, Richard M. -W. Humboldt",2021,64108.0,,10751.0,41.894726658545295,-87.7063841773407
"Daley, Richard M. -W. Humboldt",2022,50313.0,,11458.0,41.894726658545295,-87.7063841773407
"Daley, Richard M. -W. Humboldt",2023,51293.0,,13406.0,41.894726658545295,-87.7063841773407
"Daley, Richard M. -W. Humboldt",2024,68219.0,,15386.0,41.894726658545295,-87.7063841773407
"Daley, Richard M. -W. Humboldt",2025,78576.0,,20215.0,41.894726658545295,-87.7063841773407
"Daley, Richard M. -W. Humboldt",2020,,16965.0,,41.894726658545295,-87.7063841773407
"Daley, Richard M. -W. Humboldt",2021,,16283.0,,41.894726658545295,-87.7063841773407
"Daley, Richard M. -W. Humboldt",2022,,14820.0,,41.894726658545295,-87.7063841773407
"Daley, Richard M. -W. Humboldt",2023,,13026.0,,41.894726658545295,-87.7063841773407
"Daley, Richard M. -W. Humboldt",2024,,10984.0,,41.894726658545295,-87.7063841773407
"Daley, Richard M. -W. Humboldt",2025,,13221.0,,41.894726658545295,-87.7063841773407
Douglass,2020,5036.0,4785.0,6930.0,41.86441239309047,-87.71017465670012
Douglass,2021,8045.0,4852.0,7210.0,41.86441239309047,-87.71017465670012
Douglass,2022,25970.0,4250.0,9125.0,41.86441239309047,-87.71017465670012
