"BRANCH","ADDRESS","CITY","ZIP","JANUARY","FEBRUARY","MARCH","APRIL","MAY","JUNE","JULY","AUGUST","SEPTEMBER","OCTOBER","NOVEMBER","DECEMBER","YTD","Location"
"Clearing","6423 W. 63rd Pl.","Chicago","60638","504","440","611","485","487","509","525","602","523","445","441","422","5,994","POINT (-87.78226497 41.776457984)"
"Coleman","731 E. 63rd St.","Chicago","60637","1,274","1,319","1,362","1,365","1,471","1,428","1,351","1,405","1,135","1,265","1,114","985","15,474","POINT (-87.606835006 41.780134999)"
"Daley, Richard J. -Bridgeport","3400 S. Halsted St.","Chicago","60608","795","689","937","951","908","1,040","1,107","961","992","1,007","1,002","893","11,282","POINT (-87.646464979 41.832637983)"
"Daley, Richard M. -W. Humboldt","733 N. Kedzie Ave.","Chicago","60612","856","912","1,012","1,098","1,033","1,122","1,496","1,535","1,091","1,237","1,078","936","13,406","POINT (-87.706459033 41.894687736)"
"Douglass","3353 W. 13th St.","Chicago","60623","768","770","814","287","174","1,059","1,118","1,190","1,252","1,282","1,453","1,240","11,407","POINT (-87.709678054 41.864482714)"
"Dunning","7455 W. Cornelia Ave.","Chicago","60634","733","707","849","710","770","790","795","819","768","777","627","682","9,027","POINT (-87.813799762 41.943288933)"
"Edgebrook","5331 W. Devon Ave.","Chicago","60646","435","363","451","374","442","498","466","481","395","437","378","328","5,048","POINT (-87.762086963 41.997127008)"
"Edgewater","6000 N. Broadway St.","Chicago","60660","1,931","1,742","2,151","2,204","2,111","2,043","2,242","2,219","2,101","2,137","1,990","1,654","24,525","POINT (-87.660700971 41.99115201)"
"Gage Park","2807 W. 55th St.","Chicago","60632","314","370","376","326","371","334","436","340","351","339","265","226","4,048","POINT (-87.694177035 41.793441019)"
"Galewood-Mont Clare","6871 W. Belden Ave.","Chicago","60707","0","0","0","0","0","0","0","0","0","0","0",,"0","POINT (-87.797316476 41.921091352)"
"Garfield Ridge","6348 S. Archer Ave.","Chicago","60638","489","485","596","620","633","548","534","557","539","540","491","446","6,478","POINT (-87.780219031 41.792989989)"
"Greater Grand Crossing","1000 E. 73rd St.","Chicago","60619","824","730","871","802","1,069","859","975","916","924","988","863","871","10,692","POINT (-87.600424023 41.762564015)"
"Hall","4801 S. Michigan Ave.","Chicago","60615","614","565","809","785","734","819","857","718","728","780","584","626","8,619","POINT (-87.62227598 41.807196015)"
"Harold Washington Library Center","400 S. State Street","Chicago","60605","9,873","9,368","10,957","10,276","10,015","10,103","10,452","9,423","8,247","9,497","8,448","8,158","114,817","POINT (-87.628394015 41.876313985)"
"Hegewisch","3048 E. 130th St.","Chicago","60633","364","385","516","445","445","420","461","476","399","397","329","344","4,981","POINT (-87.548928963 41.659408981)"
"Humboldt Park","1605 N. Troy St.","Chicago","60647","770","806","1,030","1,070","971","946","929","1,078","923","1,042","713","710","10,988","POINT (-87.705306023 41.910454986)"
"Independence","4024 N. Elston Ave.","Chicago","60618","753","647","808","754","722","701","686","740","664","690","605","624","8,394","POINT (-87.720335027 41.954129982)"
"Jefferson Park","5363 W. Lawrence Ave.","Chicago","60630","931","886","1,089","941","856","891","991","1,163","994","944","803","736","11,225","POINT (-87.761986967 41.967361989)"
"Jeffery Manor","2401 E. 100th St.","Chicago","60617","667","735","795","779","822","857","704","761","622","616","600","440","8,398","POINT (-87.565532004 41.713237018)"
"Kelly","6151 S. Normal Blvd.","Chicago","60621","515","557","634","635","598","600","716","650","461","658","563","494","7,081","POINT (-87.637248993 41.781998003)"
"King","3436 S. King Dr.","Chicago","60616","1,000","892","1,046","1,043","1,218","1,111","1,219","1,200","1,057","1,119","988","868","12,761","POINT (-87.61740245 41.83221959)"
"Legler Regional","115 S. Pulaski Rd.","Chicago","60624","1,409","1,502","1,563","1,387","1,437","1,257","26","0","0","0","0","1","8,582","POINT (-87.725276997 41.879315)"
"Lincoln Belmont","1659 W. Melrose St.","Chicago","60657","714","592","701","657","634","689","743","731","674","722","650","586","8,093","POINT (-87.67089303 41.940323981)"
"Lincoln Park","1150 W. Fullerton Ave.","Chicago","60614","840","774","910","881","913","880","811","917","799","902","784","773","10,184","POINT (-87.658148011 41.925597019)"
"Little Italy","1336 W. Taylor St.","Chicago","60607","828","716","974","939","928","847","766","1,038","975","995","696","628","10,330","POINT (-87.660522962 41.869428203)"
"Little Village","2311 S. Kedzie Ave.","Chicago","60623","1,003","1,002","1,282","1,246","1,215","1,034","1,376","1,325","1,127","1,031","881","792","13,314","POINT (-87.70483496 41.849551993)"
"Logan Square","3030 W. Fullerton Ave.","Chicago","60647","1,250","1,101","1,384","1,452","1,305","1,331","1,404","1,509","1,307","1,452","1,244","1,116","15,855","POINT (-87.703494023 41.925085011)"
"Lozano","1805 S. Loomis St.","Chicago","60608","1,339","1,353","1,611","1,468","1,229","1,518","1,453","1,451","1,388","1,452","1,362","1,232","16,856","POINT (-87.660929965 41.857622006)"
"Manning","6 S. Hoyne Ave.","Chicago","60612","693","692","799","769","816","769","806","887","874","878","808","559","9,350","POINT (-87.679589003 41.881057011)"
"Mayfair","4400 W. Lawrence Ave.","Chicago","60630","323","310","455","364","381","381","370","380","370","399","357","241","4,331","POINT (-87.738195019 41.968392)"
"McKinley Park","1915 W. 35th St.","Chicago","60609","467","626","833","668","683","608","623","707","676","661","617","507","7,676","POINT (-87.673593009 41.830171985)"
"Merlo","644 W. Belmont Ave.","Chicago","60657","995","865","1,063","1,185","1,119","1,077","1,057","1,171","1,020","1,012","930","997","12,491","POINT (-87.64621897 41.94032)"
"Mount Greenwood","11010 S. Kedzie Ave.","Chicago","60655","524","108","344","592","621","569","521","518","524","477","394","392","5,584","POINT (-87.701221019 41.693149997)"
"Near North","310 W. Division St.","Chicago","60610","1,211","1,085","1,310","1,540","1,283","1,218","1,291","1,448","1,294","1,517","1,394","1,260","15,851","POINT (-87.636579027 41.904139012)"
"North Austin","5724 W. North Ave.","Chicago","60639","618","600","768","722","682","785","639","765","659","636","543","576","7,993","POINT (-87.768897008 41.909612018)"
"North Pulaski","4300 W. North Ave.","Chicago","60639","567","500","572","592","730","658","648","732","629","563","507","480","7,178","POINT (-87.733982023 41.910143011)"
"Northtown","6800 N. Western Ave.","Chicago","60645","1,567","1,399","1,826","1,671","1,684","1,748","1,737","1,750","1,551","1,518","1,425","1,309","19,185","POINT (-87.690425966 42.005475006)"
"Oriole Park","7454 W. Balmoral Ave.","Chicago","60656","585","554","799","680","615","650","619","769","634","644","589","548","7,686","POINT (-87.813854016 41.978383983)"
"Portage-Cragin","5108 W. Belmont Ave.","Chicago","60641","788","775","989","905","868","955","1,061","1,129","864","847","827","794","10,802","POINT (-87.754936026 41.938944991)"
"Pullman","11001 S. Indiana Ave.","Chicago","60628","932","908","978","904","892","957","1,099","1,004","812","1,056","919","837","11,298","POINT (-87.617958965 41.694371994)"
"Roden","6083 N. Northwest Hwy.","Chicago","60631","427","453","517","484","446","463","407","471","405","440","406","440","5,359","POINT (-87.798020014 41.992153983)"
"Rogers Park","6907 N. Clark St.","Chicago","60626","1,495","1,209","1,889","1,667","1,592","1,764","1,725","1,586","1,431","1,622","577","1,039","17,596","POINT (-87.673358664 42.006785587)"
"Scottsdale","4101 W. 79th St.","Chicago","60652","606","551","705","645","692","687","662","771","553","601","469","471","7,413","POINT (-87.72458197 41.749175015)"
"Sherman Park","5440 S. Racine Ave.","Chicago","60609","650","608","742","748","769","748","942","757","703","808","790","758","9,023","POINT (-87.655146032 41.794848005)"
"South Chicago","9055 S. Houston Ave.","Chicago","60617","1,168","1,014","1,236","1,047","1,087","1,270","1,235","1,196","968","1,063","931","836","13,051","POINT (-87.54953598 41.730379016)"
"South Shore","2505 E. 73rd St.","Chicago","60649","1,038","1,069","1,260","1,439","1,457","1,320","1,521","1,681","1,547","1,716","1,222","1,211","16,481","POINT (-87.563717993 41.762449016)"
"Sulzer Regional Library","4455 N. Lincoln Ave.","Chicago","60625","3,085","2,753","3,463","3,228","3,246","3,418","3,316","3,134","2,690","2,812","2,420","2,385","35,950","POINT (-87.68438999 41.962757014)"
"Thurgood Marshall","7506 S. Racine Ave.","Chicago","60620","936","1,024","1,185","1,179","1,248","1,360","1,119","1,335","1,116","1,216","968","897","13,583","POINT (-87.654376993 41.757374989)"
"Toman","2708 S. Pulaski Rd.","Chicago","60623","723","681","713","683","642","729","805","932","786","878","704","667","8,943","POINT (-87.724872989 41.842066996)"
"Uptown","929 W. Buena Ave.","Chicago","60613","1,166","1,150","1,359","1,521","1,364","1,398","1,415","1,285","1,260","1,242","1,248","1,143","15,551","POINT (-87.654211031 41.958200988)"
"Vodak-East Side","3710 E. 106th St.","Chicago","60617","762","743","780","859","823","984","881","893","841","925","861","672","10,024","POINT (-87.533530988 41.702956991)"
"Walker","11071 S. Hoyne Ave.","Chicago","60643","452","494","441","398","458","514","471","564","466","480","466","366","5,570","POINT (-87.673802975 41.692205985)"
"Water Works","163 E. Pearson Street","Chicago","60611","128","156","187","177","169","184","233","234","208","176","172","129","2,153","POINT (-87.623499989 41.897244017)"
"West Belmont","3104 N. Narragansett Ave.","Chicago","60634","648","680","780","775","731","825","757","925","815","747","677","565","8,925","POINT (-87.786199016 41.936736988)"
"West Chicago Avenue","4856 W. Chicago Ave.","Chicago","60651","752","717","987","926","881","1,101","1,316","1,089","870","954","676","630","10,899","POINT (-87.747994972 41.895320998)"
"West Englewood","1745 W. 63rd St.","Chicago","60636","693","634","798","760","695","783","706","827","874","176","172","647","7,765","POINT (-87.668384997 41.779079005)"
"West Lawn","4020 W. 63rd St.","Chicago","60629","529","543","646","760","808","591","684","650","609","698","484","482","7,484","POINT (-87.723808991 41.778908014)"
"West Loop","122 N. Aberdeen St.","Chicago","60607","481","439","391","326","370","359","455","540","419","395","455","418","5,048","POINT (-87.654757028 41.883784985)"
"West Pullman","830 W. 119th St.","Chicago","60643","948","1,029","1,307","1,345","1,203","1,553","1,439","1,448","1,256","1,428","1,347","1,180","15,483","POINT (-87.643096963 41.678082017)"
"West Town","1625 W. Chicago Ave.","Chicago","60622","1,116","1,009","1,140","1,064","1,037","879","942","770","836","838","790","834","11,255","POINT (-87.668502008 41.895782003)"
"Whitney M. Young, Jr.","415 East 79th St.","Chicago","60619","1,580","1,474","1,707","1,641","1,599","1,611","1,772","1,812","1,453","1,683","1,524","1,352","19,208","POINT (-87.614246033 41.750935005)"
"Woodson Regional Library","9525 S. Halsted St.","Chicago","60628","2,873","2,960","3,390","3,440","3,282","3,358","3,336","3,343","2,966","3,268","2,940","2,738","37,894","POINT (-87.642804015 41.720866981)"
"Wrightwood-Ashburn","8530 S. Kedzie Ave.","Chicago","60652","577","561","806","757","614","707","778","776","780","649","662","614","8,281","POINT (-87.702504037 41.737648012)"
