"BRANCH","ADDRESS","CITY","ZIP","JANUARY","FEBRUARY","MARCH","APRIL","MAY","JUNE","JULY","AUGUST","SEPTEMBER","OCTOBER","NOVEMBER","DECEMBER","YTD","LOCATION"
"King","3436 S. King Dr.","Chicago","60616","1,721","1,616","858","0","0","24","598","752","787","810","608","721","8,495","POINT (-87.61733500000001 41.832238000000004)"
"Legler Regional","115 S. Pulaski Rd.","Chicago","60624","0","0","0","0","0","0","0","0","0","0","0","40","40","POINT (-87.725593 41.879302)"
"Lincoln Belmont","1659 W. Melrose St.","Chicago","60657","954","811","516","0","0","226","364","448","496","516","322","318","4,971","POINT (-87.670434 41.940599)"
"Lincoln Park","1150 W. Fullerton Ave.","Chicago","60614","937","935","505","0","0","249","408","430","389","475","372","401","5,101","POINT (-87.658126 41.925316)"
"Little Italy","1336 W. Taylor St.","Chicago","60607","1,588","1,481","802","0","0","205","396","412","452","456","351","215","6,358","POINT (-87.660263 41.869359)"
"Little Village","2311 S. Kedzie Ave.","Chicago","60623","1,554","1,463","882","0","0","225","429","520","594","628","487","484","7,266","POINT (-87.705179 41.849599)"
"Logan Square","3030 W. Fullerton Ave.","Chicago","60647","1,643","1,409","811","0","0","305","698","729","680","0","510","611","7,396","POINT (-87.703483 41.924806)"
"Lozano","1805 S. Loomis St.","Chicago","60608","1,886","1,696","957","0","0","392","693","800","755","913","657","506","9,255","POINT (-87.661298 41.857604)"
"Manning","6 S. Hoyne Ave.","Chicago","60612","1,691","1,499","0","0","0","0","0","0","0","0","0","0","3,190","POINT (-87.679091 41.881026)"
"Mayfair","4400 W. Lawrence Ave.","Chicago","60630","682","514","307","0","0","164","254","323","272","295","204","215","3,230","POINT (-87.738158 41.96815)"
"McKinley Park","1915 W. 35th St.","Chicago","60609","840","745","467","0","0","145","239","273","252","290","238","247","3,736","POINT (-87.67345 41.830421)"
"Merlo","644 W. Belmont Ave.","Chicago","60657","0","0","0","0","0","0","470","554","566","561","456","511","3,118","POINT (-87.646055 41.940054)"
"Mount Greenwood","11010 S. Kedzie Ave.","Chicago","60655","699","719","460","0","0","191","292","337","341","378","288","355","4,060","POINT (-87.700878 41.692925)"
"Near North","310 W. Division St.","Chicago","60610","1,365","1,274","654","0","0","238","390","408","410","397","327","348","5,811","POINT (-87.636644 41.903838)"
"North Austin","5724 W. North Ave.","Chicago","60639","1,325","1,221","670","0","0","219","495","675","588","551","433","467","6,644","POINT (-87.768878 41.909401)"
"North Pulaski","4300 W. North Ave.","Chicago","60639","936","776","438","0","0","170","330","333","361","361","294","261","4,260","POINT (-87.733923 41.909856)"
"Northtown","6800 N. Western Ave.","Chicago","60645","2,271","2,341","1,374","0","0","561","957","1,119","1,083","1,092","934","980","12,712","POINT (-87.690175 42.00536)"
"Oriole Park","7454 W. Balmoral Ave.","Chicago","60656","641","578","361","0","0","301","372","403","393","405","469","429","4,352","POINT (-87.813329 41.978015)"
"Portage-Cragin","5108 W. Belmont Ave.","Chicago","60641","1,279","1,198","714","0","0","408","609","761","686","729","629","683","7,696","POINT (-87.754875 41.938748)"
"Pullman","11001 S. Indiana Ave.","Chicago","60628","1,158","1,037","613","0","0","202","396","367","0","0","238","370","4,381","POINT (-87.618295 41.694366)"
"Roden","6083 N. Northwest Hwy.","Chicago","60631","101","521","356","0","0","208","299","121","244","283","224","223","2,580","POINT (-87.798265 41.991862)"
"Rogers Park","6907 N. Clark St.","Chicago","60626","2,549","2,298","1,243","0","0","423","720","738","737","700","204","550","10,162","POINT (-87.67344 42.006673)"
"Scottsdale","4101 W. 79th St.","Chicago","60652","677","644","376","0","0","180","316","372","272","315","280","336","3,768","POINT (-87.724291 41.749388)"
"Sherman Park","5440 S. Racine Ave.","Chicago","60609","901","734","414","0","0","158","256","327","329","207","247","287","3,860","POINT (-87.65487 41.794843)"
"South Chicago","9055 S. Houston Ave.","Chicago","60617","2,022","1,771","992","0","0","290","509","603","676","663","541","0","8,067","POINT (-87.549849 41.730371)"
"South Shore","2505 E. 73rd St.","Chicago","60649","0","887","837","0","0","390","672","781","770","825","550","444","6,156","POINT (-87.563672 41.762654)"
"Sulzer Regional Library","4455 N. Lincoln Ave.","Chicago","60625","6,028","5,439","3,092","0","0","1,348","2,236","2,301","1,921","2,086","1,740","1,581","27,772","POINT (-87.684637 41.962677)"
"Thurgood Marshall","7506 S. Racine Ave.","Chicago","60620","2,345","2,099","1,115","0","0","333","790","936","926","1,090","766","765","11,165","POINT (-87.65393 41.757373)"
"Toman","2708 S. Pulaski Rd.","Chicago","60623","1,537","1,311","845","0","0","275","582","724","652","725","571","603","7,825","POINT (-87.724477 41.842073)"
"Uptown","929 W. Buena Ave.","Chicago","60613","1,740","1,579","935","0","0","377","642","637","659","634","520","531","8,254","POINT (-87.654217 41.95846)"
"Vodak-East Side","3710 E. 106th St.","Chicago","60617","367","911","615","0","0","210","349","372","342","349","367","451","4,333","POINT (-87.533513 41.70272)"
"Walker","11071 S. Hoyne Ave.","Chicago","60643","435","416","220","0","0","32","215","232","196","230","132","164","2,272","POINT (-87.674251 41.692445)"
"Water Works","163 E. Pearson Street","Chicago","60611","372","333","203","0","0","0","0","0","0","0","0","0","908","POINT (-87.623239 41.89761)"
"West Belmont","3104 N. Narragansett Ave.","Chicago","60634","1,069","960","626","0","0","139","370","395","389","404","337","386","5,075","POINT (-87.785858 41.936833)"
"West Chicago Avenue","4856 W. Chicago Ave.","Chicago","60651","1,732","1,591","897","0","0","264","478","484","491","495","366","366","7,164","POINT (-87.74730500000001 41.895019)"
"West Englewood","1745 W. 63rd St.","Chicago","60636","1,974","1,784","1,002","0","0","228","382","450","522","541","357","411","7,651","POINT (-87.66821 41.779364)"
"West Lawn","4020 W. 63rd St.","Chicago","60629","1,120","1,055","613","0","0","226","394","481","471","573","383","369","5,685","POINT (-87.723756 41.778629)"
"West Loop","122 N. Aberdeen St.","Chicago","60607","544","527","278","0","0","113","157","179","176","185","173","156","2,488","POINT (-87.654421 41.883595)"
"West Pullman","830 W. 119th St.","Chicago","60643","2,450","2,211","1,331","0","0","510","871","933","1,035","1,144","779","778","12,042","POINT (-87.64332700000001 41.677819)"
"West Town","1625 W. Chicago Ave.","Chicago","60622","1,248","1,135","651","0","0","205","314","409","415","430","411","415","5,633","POINT (-87.668233 41.89606)"
"Whitney M. Young, Jr.","415 East 79th St.","Chicago","60619","2,990","2,628","1,557","0","0","416","893","1,173","1,068","1,025","895","967","13,612","POINT (-87.61416 41.751132)"
"Woodson Regional Library","9525 S. Halsted St.","Chicago","60628","6,890","6,733","4,216","0","0","1,335","2,396","2,392","2,600","2,704","2,091","2,008","33,365","POINT (-87.643122 41.72067400000001)"
"Wrightwood-Ashburn","8530 S. Kedzie Ave.","Chicago","60652","1,083","877","513","0","0","272","421","439","447","482","267","338","5,139","POINT (-87.70209 41.738313)"
